,Localidad,Fecha,Toneladas
1999,AREQUIPA,2020-09-18,399303.570445
2000,AREQUIPA,2020-09-19,466976.921023
2001,AREQUIPA,2020-09-21,511779.645604
2002,AREQUIPA,2020-09-22,309720.364804
2003,AREQUIPA,2020-09-23,512661.094195
2004,AREQUIPA,2020-09-24,528490.492966
2005,AREQUIPA,2020-09-25,371448.681726
2006,AREQUIPA,2020-09-26,336227.788553
2007,AREQUIPA,2020-09-28,431360.245999
2008,AREQUIPA,2020-09-29,383435.104035
2009,AREQUIPA,2020-09-30,921501.104788
2010,AREQUIPA,2020-10-01,182450.72602
2011,AREQUIPA,2020-10-02,243980.433105
2012,AREQUIPA,2020-10-03,338230.268504
2013,AREQUIPA,2020-10-05,356738.381765
2014,AREQUIPA,2020-10-06,287306.80875
2015,AREQUIPA,2020-10-07,315742.75142
2016,AREQUIPA,2020-10-08,447571.188697
2017,AREQUIPA,2020-10-09,531670.113706
2018,AREQUIPA,2020-10-10,525501.700435
2019,AREQUIPA,2020-10-12,337240.441309
2020,AREQUIPA,2020-10-13,393939.960241
2021,AREQUIPA,2020-10-14,516083.380387
2022,AREQUIPA,2020-10-15,246850.069324
2023,AREQUIPA,2020-10-16,452550.621379
2024,AREQUIPA,2020-10-17,369952.851984
2025,AREQUIPA,2020-10-19,478212.949241
2026,AREQUIPA,2020-10-20,308183.565493
2027,AREQUIPA,2020-10-21,519311.659996
2028,AREQUIPA,2020-10-22,564035.459867
2029,AREQUIPA,2020-10-23,422656.212798
2030,AREQUIPA,2020-10-24,654181.382329
2031,AREQUIPA,2020-10-26,437945.23188
2032,AREQUIPA,2020-10-27,568157.889766
2033,AREQUIPA,2020-10-28,862368.024894
2034,AREQUIPA,2020-10-29,306799.343374
2035,AREQUIPA,2020-10-30,563173.945346
2036,AREQUIPA,2020-10-31,1117960.38778
2037,AREQUIPA,2020-11-02,199790.83853
2038,AREQUIPA,2020-11-03,225442.161506
2039,AREQUIPA,2020-11-04,488736.42344
2040,AREQUIPA,2020-11-05,305924.450931
2041,AREQUIPA,2020-11-06,447716.439151
2042,AREQUIPA,2020-11-07,430763.286221
2043,AREQUIPA,2020-11-09,340250.275352
2044,AREQUIPA,2020-11-10,336987.648653
2045,AREQUIPA,2020-11-11,317173.962317
2046,AREQUIPA,2020-11-12,438953.632533
2047,AREQUIPA,2020-11-13,350131.642935
2048,AREQUIPA,2020-11-14,755708.029142
2049,AREQUIPA,2020-11-16,538730.429982
2050,AREQUIPA,2020-11-17,374500.459207
2051,AREQUIPA,2020-11-18,389838.325083
2052,AREQUIPA,2020-11-19,272904.667035
2053,AREQUIPA,2020-11-20,559281.714387
2054,AREQUIPA,2020-11-21,357353.740933
2055,AREQUIPA,2020-11-23,449237.550914
2056,AREQUIPA,2020-11-24,575507.463633
2057,AREQUIPA,2020-11-25,487750.161576
2058,AREQUIPA,2020-11-26,318856.071737
2059,AREQUIPA,2020-11-27,487822.941333
2060,AREQUIPA,2020-11-28,605481.97482
2061,AREQUIPA,2020-11-30,957819.668714
2062,AREQUIPA,2020-12-01,150513.151568
2063,AREQUIPA,2020-12-02,243799.558088
2064,AREQUIPA,2020-12-03,203976.684094
2065,AREQUIPA,2020-12-04,506569.867812
2066,AREQUIPA,2020-12-05,442608.169739
2067,AREQUIPA,2020-12-07,343490.265387
2068,AREQUIPA,2020-12-08,344433.887684
2069,AREQUIPA,2020-12-09,359289.346475
2070,AREQUIPA,2020-12-10,352076.728161
2071,AREQUIPA,2020-12-11,357446.681841
2072,AREQUIPA,2020-12-12,581762.410548
2073,AREQUIPA,2020-12-14,629604.232345
2074,AREQUIPA,2020-12-15,452438.697655
2075,AREQUIPA,2020-12-16,635915.830008
2076,AREQUIPA,2020-12-17,324596.434571
2077,AREQUIPA,2020-12-18,501167.621603
2078,AREQUIPA,2020-12-19,535943.104541
2079,AREQUIPA,2020-12-21,525144.197268
2080,AREQUIPA,2020-12-22,430008.407805
2081,AREQUIPA,2020-12-23,427632.654468
2082,AREQUIPA,2020-12-24,435990.934216
2083,AREQUIPA,2020-12-26,495050.516912
2084,AREQUIPA,2020-12-28,540264.144778
2085,AREQUIPA,2020-12-29,538936.273034
2086,AREQUIPA,2020-12-30,964820.836148
2087,AREQUIPA,2020-12-31,248127.32947
2088,AREQUIPA,2021-01-02,200880.040131
2089,AREQUIPA,2021-01-04,236417.941814
2090,AREQUIPA,2021-01-05,241941.442683
2091,AREQUIPA,2021-01-06,559705.340016
2092,AREQUIPA,2021-01-07,625842.975987
2093,AREQUIPA,2021-01-08,453458.52215
2094,AREQUIPA,2021-01-09,844831.276939
2095,AREQUIPA,2021-01-11,504879.529769
2096,AREQUIPA,2021-01-12,400404.884932
2097,AREQUIPA,2021-01-13,488550.155375
2098,AREQUIPA,2021-01-14,659445.101839
2099,AREQUIPA,2021-01-15,534110.101306
2100,AREQUIPA,2021-01-16,709403.183351
2101,AREQUIPA,2021-01-18,513193.2576
2102,AREQUIPA,2021-01-19,514448.36726
2103,AREQUIPA,2021-01-20,471230.21315
2104,AREQUIPA,2021-01-21,597631.752123
2105,AREQUIPA,2021-01-22,579489.111772
2106,AREQUIPA,2021-01-23,572134.172611
2107,AREQUIPA,2021-01-25,531307.356956
2108,AREQUIPA,2021-01-26,440479.977067
2109,AREQUIPA,2021-01-27,936747.820815
2110,AREQUIPA,2021-01-28,443755.171929
2111,AREQUIPA,2021-01-29,529827.392184
2112,AREQUIPA,2021-01-30,993508.801108
2113,AREQUIPA,2021-02-01,259693.809453
2114,AREQUIPA,2021-02-02,314376.695514
2115,AREQUIPA,2021-02-03,677749.742284
2116,AREQUIPA,2021-02-04,701299.350011
2117,AREQUIPA,2021-02-05,406016.270283
2118,AREQUIPA,2021-02-06,324223.382968
2119,AREQUIPA,2021-02-08,321395.48801
2120,AREQUIPA,2021-02-09,423717.099734
2121,AREQUIPA,2021-02-10,589168.386704
2122,AREQUIPA,2021-02-11,437647.776174
2123,AREQUIPA,2021-02-12,432177.477483
2124,AREQUIPA,2021-02-13,758178.401433
2125,AREQUIPA,2021-02-15,711933.892188
2126,AREQUIPA,2021-02-16,466369.114717
2127,AREQUIPA,2021-02-17,443585.375471
2128,AREQUIPA,2021-02-18,801780.9796
2129,AREQUIPA,2021-02-19,391938.25193
2130,AREQUIPA,2021-02-20,484683.272194
2131,AREQUIPA,2021-02-22,465741.342806
2132,AREQUIPA,2021-02-23,512388.922076
2133,AREQUIPA,2021-02-24,383411.271643
2134,AREQUIPA,2021-02-25,1196546.100366
2135,AREQUIPA,2021-02-26,781363.662017
2136,AREQUIPA,2021-02-27,1150790.201781
2137,AREQUIPA,2021-03-01,388077.326154
2138,AREQUIPA,2021-03-02,323527.288465
2139,AREQUIPA,2021-03-03,400123.155475
2140,AREQUIPA,2021-03-04,599165.325193
2141,AREQUIPA,2021-03-05,511532.543101
2142,AREQUIPA,2021-03-06,586597.483731
2143,AREQUIPA,2021-03-08,442621.328639
2144,AREQUIPA,2021-03-09,567717.481641
2145,AREQUIPA,2021-03-10,669064.293758
2146,AREQUIPA,2021-03-11,824349.147161
2147,AREQUIPA,2021-03-12,683259.217452
2148,AREQUIPA,2021-03-13,484711.402817
2149,AREQUIPA,2021-03-14,6975.52
2150,AREQUIPA,2021-03-15,503792.353781
2151,AREQUIPA,2021-03-16,394786.402753
2152,AREQUIPA,2021-03-17,510831.141647
2153,AREQUIPA,2021-03-18,349931.024326
2154,AREQUIPA,2021-03-19,420370.449111
2155,AREQUIPA,2021-03-20,571914.698842
2156,AREQUIPA,2021-03-21,30568.0
2157,AREQUIPA,2021-03-22,547028.092511
2158,AREQUIPA,2021-03-23,515039.037456
2159,AREQUIPA,2021-03-24,561461.175899
2160,AREQUIPA,2021-03-25,375041.57946
2161,AREQUIPA,2021-03-26,634205.514584
2162,AREQUIPA,2021-03-27,554228.400705
2163,AREQUIPA,2021-03-29,481843.971858
2164,AREQUIPA,2021-03-30,403260.316077
2165,AREQUIPA,2021-03-31,1285751.008671
2166,AREQUIPA,2021-04-01,175556.389978
2167,AREQUIPA,2021-04-03,135298.974283
2168,AREQUIPA,2021-04-05,345989.969561
2169,AREQUIPA,2021-04-06,281641.881745
2170,AREQUIPA,2021-04-07,843084.086431
2171,AREQUIPA,2021-04-08,590497.831939
2172,AREQUIPA,2021-04-09,668279.996768
2173,AREQUIPA,2021-04-10,408791.287343
2174,AREQUIPA,2021-04-12,542935.525229
2175,AREQUIPA,2021-04-13,318314.678259
2176,AREQUIPA,2021-04-14,407027.608402
2177,AREQUIPA,2021-04-15,518327.744973
2178,AREQUIPA,2021-04-16,620606.83076
2179,AREQUIPA,2021-04-17,465806.19296
2180,AREQUIPA,2021-04-19,357952.778793
2181,AREQUIPA,2021-04-20,492662.127599
2182,AREQUIPA,2021-04-21,639604.319854
2183,AREQUIPA,2021-04-22,349865.7276
2184,AREQUIPA,2021-04-23,484738.747774
2185,AREQUIPA,2021-04-24,567804.800736
2186,AREQUIPA,2021-04-26,371901.326369
2187,AREQUIPA,2021-04-27,430037.695276
2188,AREQUIPA,2021-04-28,311317.262795
2189,AREQUIPA,2021-04-29,520972.223288
2190,AREQUIPA,2021-04-30,950810.07762
2191,AREQUIPA,2021-05-03,164321.56713
2192,AREQUIPA,2021-05-04,278206.398083
2193,AREQUIPA,2021-05-05,276403.380308
2194,AREQUIPA,2021-05-06,257057.382089
2195,AREQUIPA,2021-05-07,515643.17376
2196,AREQUIPA,2021-05-08,512955.731816
2197,AREQUIPA,2021-05-10,435660.778453
2198,AREQUIPA,2021-05-11,256885.963038
2199,AREQUIPA,2021-05-12,464037.737369
2200,AREQUIPA,2021-05-13,838439.878907
2201,AREQUIPA,2021-05-14,419745.084231
2202,AREQUIPA,2021-05-15,318582.370073
2203,AREQUIPA,2021-05-17,587137.636515
2204,AREQUIPA,2021-05-18,509666.692816
2205,AREQUIPA,2021-05-19,282633.551181
2206,AREQUIPA,2021-05-20,515282.584391
2207,AREQUIPA,2021-05-21,407819.775338
2208,AREQUIPA,2021-05-22,328276.186036
2209,AREQUIPA,2021-05-24,211035.987769
2210,AREQUIPA,2021-05-25,293882.585146
2211,AREQUIPA,2021-05-26,271203.867869
2212,AREQUIPA,2021-05-27,295227.923955
2213,AREQUIPA,2021-05-28,338991.52344
2214,AREQUIPA,2021-05-29,256795.615545
2215,AREQUIPA,2021-05-31,892341.021714
2216,AREQUIPA,2021-06-01,216714.262903
2217,AREQUIPA,2021-06-02,314349.513755
2218,AREQUIPA,2021-06-03,562419.126449
2219,AREQUIPA,2021-06-04,522885.874201
2220,AREQUIPA,2021-06-05,588652.511765
2221,AREQUIPA,2021-06-07,223841.603618
2222,AREQUIPA,2021-06-08,422055.321303
2223,AREQUIPA,2021-06-09,342707.6708
2224,AREQUIPA,2021-06-10,544950.994475
2225,AREQUIPA,2021-06-11,398246.674497
2226,AREQUIPA,2021-06-12,530061.684568
2227,AREQUIPA,2021-06-14,441434.778455
2228,AREQUIPA,2021-06-15,292966.978539
2229,AREQUIPA,2021-06-16,422667.552149
2230,AREQUIPA,2021-06-17,1193571.497325
2231,AREQUIPA,2021-06-18,329301.055065
2232,AREQUIPA,2021-06-19,492529.494486
2233,AREQUIPA,2021-06-21,294715.975027
2234,AREQUIPA,2021-06-22,401167.957065
2235,AREQUIPA,2021-06-23,468303.00278
2236,AREQUIPA,2021-06-24,294452.516953
2237,AREQUIPA,2021-06-25,1066421.040831
2238,AREQUIPA,2021-06-26,457361.710743
2239,AREQUIPA,2021-06-28,203444.135043
2240,AYACUCHO,2019-09-02,101288.608878
2241,AYACUCHO,2019-09-03,198337.584781
2242,AYACUCHO,2019-09-04,145833.974003
2243,AYACUCHO,2019-09-05,115525.95224
2244,AYACUCHO,2019-09-06,91505.631213
2245,AYACUCHO,2019-09-07,107375.315475
2246,AYACUCHO,2019-09-09,177431.720008
2247,AYACUCHO,2019-09-10,263898.660586
2248,AYACUCHO,2019-09-11,378814.813843
2249,AYACUCHO,2019-09-12,201809.412504
2250,AYACUCHO,2019-09-13,68821.766913
2251,AYACUCHO,2019-09-14,116419.881062
2252,AYACUCHO,2019-09-16,145910.046735
2253,AYACUCHO,2019-09-17,316291.629386
2254,AYACUCHO,2019-09-18,143552.027168
2255,AYACUCHO,2019-09-19,107043.09595
2256,AYACUCHO,2019-09-20,76331.486093
2257,AYACUCHO,2019-09-21,87806.044515
2258,AYACUCHO,2019-09-23,125802.503705
2259,AYACUCHO,2019-09-24,108339.189615
2260,AYACUCHO,2019-09-25,219962.90532
2261,AYACUCHO,2019-09-26,115691.069076
2262,AYACUCHO,2019-09-27,154430.753003
2263,AYACUCHO,2019-09-28,81994.854547
2264,AYACUCHO,2019-09-30,204306.72257
2265,AYACUCHO,2019-10-01,107242.59635
2266,AYACUCHO,2019-10-02,143542.440219
2267,AYACUCHO,2019-10-03,99187.003881
2268,AYACUCHO,2019-10-04,91029.713992
2269,AYACUCHO,2019-10-05,131370.887212
2270,AYACUCHO,2019-10-07,181082.758227
2271,AYACUCHO,2019-10-08,71893.636108
2272,AYACUCHO,2019-10-09,186482.305225
2273,AYACUCHO,2019-10-10,131226.426374
2274,AYACUCHO,2019-10-11,125942.416147
2275,AYACUCHO,2019-10-12,95489.870916
2276,AYACUCHO,2019-10-14,293324.298396
2277,AYACUCHO,2019-10-15,314216.158599
2278,AYACUCHO,2019-10-16,118797.577039
2279,AYACUCHO,2019-10-17,129520.754303
2280,AYACUCHO,2019-10-18,140005.409505
2281,AYACUCHO,2019-10-19,99617.909245
2282,AYACUCHO,2019-10-21,233555.962629
2283,AYACUCHO,2019-10-22,226758.903613
2284,AYACUCHO,2019-10-23,139453.919008
2285,AYACUCHO,2019-10-24,174178.824436
2286,AYACUCHO,2019-10-25,70642.828743
2287,AYACUCHO,2019-10-26,153360.615039
2288,AYACUCHO,2019-10-28,185430.680233
2289,AYACUCHO,2019-10-29,67806.598947
2290,AYACUCHO,2019-10-30,136330.7243
2291,AYACUCHO,2019-10-31,99930.473969
2292,AYACUCHO,2019-11-01,27468.920054
2293,AYACUCHO,2019-11-02,14660.371923
2294,AYACUCHO,2019-11-04,124325.557133
2295,AYACUCHO,2019-11-05,383268.554927
2296,AYACUCHO,2019-11-06,128301.797407
2297,AYACUCHO,2019-11-07,190546.499609
2298,AYACUCHO,2019-11-08,144479.298886
2299,AYACUCHO,2019-11-09,143995.65046
2300,AYACUCHO,2019-11-11,135922.684031
2301,AYACUCHO,2019-11-12,190831.325815
2302,AYACUCHO,2019-11-13,267882.320139
2303,AYACUCHO,2019-11-14,178830.362009
2304,AYACUCHO,2019-11-15,102366.08779
2305,AYACUCHO,2019-11-16,185173.677751
2306,AYACUCHO,2019-11-18,300744.372547
2307,AYACUCHO,2019-11-19,120996.430408
2308,AYACUCHO,2019-11-20,121953.384162
2309,AYACUCHO,2019-11-21,155845.826635
2310,AYACUCHO,2019-11-22,118515.44083
2311,AYACUCHO,2019-11-23,207124.736766
2312,AYACUCHO,2019-11-25,180760.765748
2313,AYACUCHO,2019-11-26,174157.64674
2314,AYACUCHO,2019-11-27,236681.261256
2315,AYACUCHO,2019-11-28,85430.445598
2316,AYACUCHO,2019-11-29,148495.191775
2317,AYACUCHO,2019-11-30,213384.560441
2318,AYACUCHO,2019-12-02,63049.798697
2319,AYACUCHO,2019-12-03,151791.614581
2320,AYACUCHO,2019-12-04,97390.356327
2321,AYACUCHO,2019-12-05,181143.512302
2322,AYACUCHO,2019-12-06,150442.139023
2323,AYACUCHO,2019-12-07,40337.155575
2324,AYACUCHO,2019-12-09,120090.373937
2325,AYACUCHO,2019-12-10,92228.613295
2326,AYACUCHO,2019-12-11,127198.236912
2327,AYACUCHO,2019-12-12,353102.046583
2328,AYACUCHO,2019-12-13,109205.806076
2329,AYACUCHO,2019-12-14,142562.36244
2330,AYACUCHO,2019-12-16,138344.360132
2331,AYACUCHO,2019-12-17,157267.698728
2332,AYACUCHO,2019-12-18,163278.596638
2333,AYACUCHO,2019-12-19,175811.328873
2334,AYACUCHO,2019-12-20,86866.974803
2335,AYACUCHO,2019-12-21,89879.817751
2336,AYACUCHO,2019-12-23,128929.305012
2337,AYACUCHO,2019-12-24,61089.696171
2338,AYACUCHO,2019-12-26,110687.475705
2339,AYACUCHO,2019-12-27,92510.641558
2340,AYACUCHO,2019-12-28,104948.650607
2341,AYACUCHO,2019-12-30,101118.808379
2342,AYACUCHO,2019-12-31,228136.81931
2343,AYACUCHO,2020-01-02,78020.910723
2344,AYACUCHO,2020-01-03,98769.393131
2345,AYACUCHO,2020-01-04,47669.711905
2346,AYACUCHO,2020-01-06,205243.726673
2347,AYACUCHO,2020-01-07,172663.534788
2348,AYACUCHO,2020-01-08,159348.219198
2349,AYACUCHO,2020-01-09,61465.642825
2350,AYACUCHO,2020-01-10,89514.330064
2351,AYACUCHO,2020-01-11,253774.502856
2352,AYACUCHO,2020-01-13,176560.335571
2353,AYACUCHO,2020-01-14,181696.259041
2354,AYACUCHO,2020-01-15,131411.414079
2355,AYACUCHO,2020-01-16,110635.056949
2356,AYACUCHO,2020-01-17,145361.613895
2357,AYACUCHO,2020-01-18,182682.506433
2358,AYACUCHO,2020-01-20,271610.997483
2359,AYACUCHO,2020-01-21,78189.797195
2360,AYACUCHO,2020-01-22,319174.621537
2361,AYACUCHO,2020-01-23,123997.97404
2362,AYACUCHO,2020-01-24,288900.119894
2363,AYACUCHO,2020-01-25,162995.486517
2364,AYACUCHO,2020-01-27,120590.431931
2365,AYACUCHO,2020-01-28,283355.53603
2366,AYACUCHO,2020-01-29,278215.728869
2367,AYACUCHO,2020-01-30,275523.396405
2368,AYACUCHO,2020-01-31,187719.037365
2369,AYACUCHO,2020-02-01,83885.140903
2370,AYACUCHO,2020-02-03,81886.024126
2371,AYACUCHO,2020-02-04,206883.804745
2372,AYACUCHO,2020-02-05,194951.892208
2373,AYACUCHO,2020-02-06,90453.827609
2374,AYACUCHO,2020-02-07,124234.481618
2375,AYACUCHO,2020-02-08,117425.851931
2376,AYACUCHO,2020-02-10,278104.583867
2377,AYACUCHO,2020-02-11,318713.522613
2378,AYACUCHO,2020-02-12,121346.667712
2379,AYACUCHO,2020-02-13,98101.454768
2380,AYACUCHO,2020-02-14,206198.203347
2381,AYACUCHO,2020-02-15,103614.756123
2382,AYACUCHO,2020-02-17,123310.961135
2383,AYACUCHO,2020-02-18,133801.069188
2384,AYACUCHO,2020-02-19,158221.939489
2385,AYACUCHO,2020-02-20,96122.203904
2386,AYACUCHO,2020-02-21,100469.814935
2387,AYACUCHO,2020-02-22,116090.497783
2388,AYACUCHO,2020-02-24,86036.074214
2389,AYACUCHO,2020-02-25,90750.889362
2390,AYACUCHO,2020-02-26,174661.051934
2391,AYACUCHO,2020-02-27,87669.106738
2392,AYACUCHO,2020-02-28,176459.802454
2393,AYACUCHO,2020-02-29,233168.862177
2394,AYACUCHO,2020-03-02,296253.287311
2395,AYACUCHO,2020-03-03,142308.378688
2396,AYACUCHO,2020-03-04,166609.867159
2397,AYACUCHO,2020-03-05,187521.480475
2398,AYACUCHO,2020-03-06,112627.475048
2399,AYACUCHO,2020-03-07,55711.147419
2400,AYACUCHO,2020-03-09,250889.096222
2401,AYACUCHO,2020-03-10,346571.425634
2402,AYACUCHO,2020-03-11,178097.494455
2403,AYACUCHO,2020-03-12,442235.710943
2404,AYACUCHO,2020-03-13,191252.215227
2405,AYACUCHO,2020-03-14,165234.292279
2406,AYACUCHO,2020-03-16,138727.340317
2407,AYACUCHO,2020-03-17,158591.178646
2408,AYACUCHO,2020-03-18,43392.43411
2409,AYACUCHO,2020-03-19,70915.543956
2410,AYACUCHO,2020-03-20,91885.645103
2411,AYACUCHO,2020-03-21,134589.316828
2412,AYACUCHO,2020-03-23,91508.05141
2413,AYACUCHO,2020-03-24,91571.696081
2414,AYACUCHO,2020-03-25,213344.137623
2415,AYACUCHO,2020-03-26,192564.001569
2416,AYACUCHO,2020-03-27,41945.549497
2417,AYACUCHO,2020-03-28,248608.703128
2418,AYACUCHO,2020-03-30,69090.147257
2419,AYACUCHO,2020-03-31,200220.758738
2420,AYACUCHO,2020-04-01,65412.992207
2421,AYACUCHO,2020-04-02,30845.679701
2422,AYACUCHO,2020-04-03,70718.188967
2423,AYACUCHO,2020-04-04,67669.600741
2424,AYACUCHO,2020-04-06,125374.344698
2425,AYACUCHO,2020-04-07,119689.344776
2426,AYACUCHO,2020-04-08,245990.47521
2427,AYACUCHO,2020-04-11,31178.30093
2428,AYACUCHO,2020-04-13,120295.642678
2429,AYACUCHO,2020-04-14,157867.134535
2430,AYACUCHO,2020-04-15,146598.259667
2431,AYACUCHO,2020-04-16,198103.869506
2432,AYACUCHO,2020-04-17,253231.288003
2433,AYACUCHO,2020-04-18,262851.68499
2434,AYACUCHO,2020-04-20,98555.24414
2435,AYACUCHO,2020-04-21,248650.691256
2436,AYACUCHO,2020-04-22,139989.493834
2437,AYACUCHO,2020-04-23,347530.856969
2438,AYACUCHO,2020-04-24,97449.051605
2439,AYACUCHO,2020-04-25,125601.445139
2440,AYACUCHO,2020-04-27,88313.720944
2441,AYACUCHO,2020-04-28,130606.994561
2442,AYACUCHO,2020-04-29,138960.499341
2443,AYACUCHO,2020-04-30,123336.996922
2444,AYACUCHO,2020-05-01,35113.016159
2445,AYACUCHO,2020-05-02,27993.272385
2446,AYACUCHO,2020-05-04,116153.618613
2447,AYACUCHO,2020-05-05,104147.4642
2448,AYACUCHO,2020-05-06,161862.50738
2449,AYACUCHO,2020-05-07,87227.060268
2450,AYACUCHO,2020-05-08,116386.172066
2451,AYACUCHO,2020-05-09,380505.027829
2452,AYACUCHO,2020-05-11,241209.228973
2453,AYACUCHO,2020-05-12,181304.102821
2454,AYACUCHO,2020-05-13,145785.668686
2455,AYACUCHO,2020-05-14,67481.518078
2456,AYACUCHO,2020-05-15,89788.924123
2457,AYACUCHO,2020-05-16,202766.993024
2458,AYACUCHO,2020-05-18,284842.502025
2459,AYACUCHO,2020-05-19,720833.96584
2460,AYACUCHO,2020-05-20,106720.602135
2461,AYACUCHO,2020-05-21,273827.890729
2462,AYACUCHO,2020-05-22,100195.648004
2463,AYACUCHO,2020-05-23,65712.156519
2464,AYACUCHO,2020-05-25,263427.88558
2465,AYACUCHO,2020-05-26,172571.552342
2466,AYACUCHO,2020-05-27,367526.003515
2467,AYACUCHO,2020-05-28,271214.304746
2468,AYACUCHO,2020-05-29,127569.105183
2469,AYACUCHO,2020-05-30,157121.743841
2470,AYACUCHO,2020-06-01,101634.151732
2471,AYACUCHO,2020-06-02,79926.722625
2472,AYACUCHO,2020-06-03,164226.866083
2473,AYACUCHO,2020-06-04,143887.309898
2474,AYACUCHO,2020-06-05,142491.493076
2475,AYACUCHO,2020-06-06,141484.257013
2476,AYACUCHO,2020-06-08,77928.023659
2477,AYACUCHO,2020-06-09,92914.722279
2478,AYACUCHO,2020-06-10,84219.888204
2479,AYACUCHO,2020-06-11,142551.705101
2480,AYACUCHO,2020-06-12,231863.459065
2481,AYACUCHO,2020-06-13,496021.311652
2482,AYACUCHO,2020-06-15,179445.085097
2483,AYACUCHO,2020-06-16,93333.09147
2484,AYACUCHO,2020-06-17,182661.630856
2485,AYACUCHO,2020-06-18,144431.08807
2486,AYACUCHO,2020-06-19,224144.321323
2487,AYACUCHO,2020-06-20,78086.013408
2488,AYACUCHO,2020-06-22,138140.234453
2489,AYACUCHO,2020-06-23,295899.941931
2490,AYACUCHO,2020-06-24,369778.183603
2491,AYACUCHO,2020-06-25,276513.046654
2492,AYACUCHO,2020-06-26,160262.331373
2493,AYACUCHO,2020-06-27,112007.997022
2494,AYACUCHO,2020-06-30,256829.0559
2495,AYACUCHO,2020-07-01,99293.866571
2496,AYACUCHO,2020-07-02,106221.422087
2497,AYACUCHO,2020-07-03,150861.975681
2498,AYACUCHO,2020-07-04,90345.640911
2499,AYACUCHO,2020-07-06,229326.568091
2500,AYACUCHO,2020-07-07,176606.67312
2501,AYACUCHO,2020-07-08,354142.547117
2502,AYACUCHO,2020-07-09,220893.060797
2503,AYACUCHO,2020-07-10,47054.239751
2504,AYACUCHO,2020-07-11,51117.739852
2505,AYACUCHO,2020-07-13,351095.795386
2506,AYACUCHO,2020-07-14,61117.827146
2507,AYACUCHO,2020-07-15,108010.095448
2508,AYACUCHO,2020-07-16,102869.49767
2509,AYACUCHO,2020-07-17,318022.08688
2510,AYACUCHO,2020-07-18,96289.501289
2511,AYACUCHO,2020-07-20,216208.344181
2512,AYACUCHO,2020-07-21,97551.068302
2513,AYACUCHO,2020-07-22,224823.946084
2514,AYACUCHO,2020-07-23,101659.646007
2515,AYACUCHO,2020-07-24,230771.906889
2516,AYACUCHO,2020-07-25,179986.618729
2517,AYACUCHO,2020-07-27,181311.457669
2518,AYACUCHO,2020-07-29,154356.207024
2519,AYACUCHO,2020-07-30,225215.025064
2520,AYACUCHO,2020-07-31,401817.785719
2521,AYACUCHO,2020-08-01,118402.995128
2522,AYACUCHO,2020-08-03,217489.280681
2523,AYACUCHO,2020-08-04,111999.465284
2524,AYACUCHO,2020-08-05,238736.716689
2525,AYACUCHO,2020-08-06,89489.019439
2526,AYACUCHO,2020-08-07,67381.848855
2527,AYACUCHO,2020-08-08,70754.920496
2528,AYACUCHO,2020-08-10,139153.182136
2529,AYACUCHO,2020-08-11,137998.728954
2530,AYACUCHO,2020-08-12,252515.15871
2531,AYACUCHO,2020-08-13,538468.337116
2532,AYACUCHO,2020-08-14,115252.580894
2533,AYACUCHO,2020-08-15,177915.229493
2534,AYACUCHO,2020-08-17,176863.751808
2535,AYACUCHO,2020-08-18,120727.336664
2536,AYACUCHO,2020-08-19,128223.09876
2537,AYACUCHO,2020-08-20,219511.917144
2538,AYACUCHO,2020-08-21,163328.331955
2539,AYACUCHO,2020-08-22,413227.287564
2540,AYACUCHO,2020-08-24,233032.874968
2541,AYACUCHO,2020-08-25,103240.116011
2542,AYACUCHO,2020-08-26,121054.693221
2543,AYACUCHO,2020-08-27,97417.584228
2544,AYACUCHO,2020-08-28,200398.987996
2545,AYACUCHO,2020-08-29,137681.982596
2546,AYACUCHO,2020-08-31,385237.900974
2547,AYACUCHO,2020-09-01,372017.461248
2548,AYACUCHO,2020-09-02,186728.977224
2549,AYACUCHO,2020-09-03,101390.536786
2550,AYACUCHO,2020-09-04,119853.056793
2551,AYACUCHO,2020-09-05,81538.29071
2552,AYACUCHO,2020-09-07,152540.74082
2553,AYACUCHO,2020-09-08,211654.124147
2554,AYACUCHO,2020-09-09,202421.268414
2555,AYACUCHO,2020-09-10,108992.008224
2556,AYACUCHO,2020-09-11,112337.94821
2557,AYACUCHO,2020-09-12,146361.7022
2558,AYACUCHO,2020-09-14,109130.315336
2559,AYACUCHO,2020-09-15,151678.500928
2560,AYACUCHO,2020-09-16,127959.386658
2561,AYACUCHO,2020-09-17,190109.776089
2562,AYACUCHO,2020-09-18,132088.758483
2563,AYACUCHO,2020-09-19,360111.570457
2564,AYACUCHO,2020-09-21,154696.034277
2565,AYACUCHO,2020-09-22,162349.471182
2566,AYACUCHO,2020-09-23,170407.888385
2567,AYACUCHO,2020-09-24,289557.690574
2568,AYACUCHO,2020-09-25,216446.961348
2569,AYACUCHO,2020-09-26,103692.953177
2570,AYACUCHO,2020-09-28,226179.645556
2571,AYACUCHO,2020-09-29,255169.293265
2572,AYACUCHO,2020-09-30,278898.700725
2573,AYACUCHO,2020-10-01,95618.255515
2574,AYACUCHO,2020-10-02,165357.189438
2575,AYACUCHO,2020-10-03,88658.293819
2576,AYACUCHO,2020-10-05,354446.895913
2577,AYACUCHO,2020-10-06,91391.100655
2578,AYACUCHO,2020-10-07,123719.015005
2579,AYACUCHO,2020-10-08,128140.089051
2580,AYACUCHO,2020-10-09,107494.088661
