,Marca,Fecha,Toneladas
1260,003 Noble,2019-11-16,50.975408
1261,012 Higienol,2021-06-25,9.626849
1262,001 Elite,2021-02-04,1808327.126383
1263,006 Nova,2021-06-22,26.147419
1264,038 Ok Pet,2020-11-05,57003.93
1265,038 Ok Pet,2021-05-10,8051.058
1266,003 Noble,2019-11-13,46.498094
1267,001 Elite,2021-02-10,410121.210412
1268,008 Babysec,2021-03-19,5439469.9758
1269,008 Babysec,2021-03-25,5371366.9172
1270,003 Noble,2020-05-17,1.323827
1271,012 Higienol,2020-04-30,15.174916
1272,012 Higienol,2020-12-24,5.143353
1273,001 Elite,2019-12-14,98.090338
1274,006 Nova,2020-12-24,22.202502
1275,036 Ladysoft,2020-10-17,5458240.176
1276,037 Cotidian,2020-01-07,162132.6656
1277,006 Nova,2021-06-28,5.555471
1278,003 Noble,2019-11-19,51.393647
1279,036 Ladysoft,2020-10-23,7693990.1504
1280,037 Cotidian,2021-03-08,215567.3504
1281,012 Higienol,2020-12-03,12.013459
1282,008 Babysec,2020-05-16,5944758.6102
1283,012 Higienol,2021-06-07,7.528463
1284,001 Elite,2020-07-18,63.504328
1285,003 Noble,2020-09-02,65.33171
1286,036 Ladysoft,2019-11-16,5106497.6432
1287,003 Noble,2020-09-08,60.84337
1288,038 Ok Pet,2020-07-04,33600.96
1289,001 Elite,2021-01-20,1592499.026722
1290,006 Nova,2020-01-10,14.809809
1291,037 Cotidian,2020-01-18,165081.6768
1292,036 Ladysoft,2019-11-22,5113104.04
1293,036 Ladysoft,2021-01-10,779393.6704
1294,012 Higienol,2019-10-12,13.471544
1295,008 Babysec,2020-05-22,4755388.4144
1296,006 Nova,2021-03-03,27.420436
1297,037 Cotidian,2021-03-11,156610.0896
1298,012 Higienol,2020-11-30,16.316008
1299,006 Nova,2021-03-06,27.924739
1300,001 Elite,2020-07-21,95.74156
1301,001 Elite,2020-07-15,80.795685
1302,003 Noble,2020-09-05,68.679617
1303,003 Noble,2020-03-03,46.063456
1304,006 Nova,2020-01-13,12.8922
1305,008 Babysec,2020-11-21,4766688.466
1306,037 Cotidian,2020-01-21,134722.8704
1307,036 Ladysoft,2019-11-19,5166282.1584
1308,008 Babysec,2020-05-19,4348775.9074
1309,012 Higienol,2019-10-09,16.086177
1310,012 Higienol,2021-06-04,9.154932
1311,001 Elite,2020-01-17,115.01315
1312,008 Babysec,2019-11-15,3688347.8508
1313,003 Noble,2021-03-07,0.387345
1314,008 Babysec,2020-11-18,6112385.6848
1315,001 Elite,2019-11-23,86.155987
1316,003 Noble,2021-04-28,63.336224
1317,006 Nova,2021-03-09,30.37883
1318,036 Ladysoft,2020-07-11,4832301.1008
1319,008 Babysec,2020-11-12,6423165.663
1320,006 Nova,2020-09-04,26.966172
1321,001 Elite,2021-01-14,1312491.781337
1322,003 Noble,2020-03-06,45.457612
1323,037 Cotidian,2020-01-15,189317.2928
1324,038 Ok Pet,2021-03-02,26370.018
1325,001 Elite,2021-01-11,150914.076744
1326,003 Noble,2020-03-12,66.229951
1327,012 Higienol,2020-06-03,13.701991
1328,012 Higienol,2020-06-09,13.421452
1329,038 Ok Pet,2021-02-24,14942.88
1330,008 Babysec,2019-09-24,4554483.7469
1331,037 Cotidian,2020-07-19,48.0
1332,036 Ladysoft,2021-01-16,6546446.3872
1333,008 Babysec,2021-05-20,6315312.808
1334,001 Elite,2019-11-26,108.153005
1335,006 Nova,2020-09-01,20.847881
1336,037 Cotidian,2020-07-16,153379.8528
1337,003 Noble,2021-05-01,1.238901
1338,036 Ladysoft,2020-07-14,5465342.3776
1339,001 Elite,2021-01-17,10000.981968
1340,037 Cotidian,2020-01-12,30188.0
1341,008 Babysec,2020-11-15,165182.4632
1342,006 Nova,2020-09-07,21.680599
1343,012 Higienol,2020-12-06,0.306376
1344,003 Noble,2020-03-09,52.042281
1345,038 Ok Pet,2020-08-25,7536.672
1346,038 Ok Pet,2021-02-27,9300.978
1347,012 Higienol,2020-06-06,13.985039
1348,003 Noble,2019-09-05,52.010139
1349,012 Higienol,2019-12-03,16.468986
1350,036 Ladysoft,2021-01-13,6608659.96
1351,012 Higienol,2019-12-12,15.031286
1352,037 Cotidian,2020-03-16,149965.7088
1353,036 Ladysoft,2020-07-17,4788964.632
1354,038 Ok Pet,2020-09-03,100182.978
1355,036 Ladysoft,2020-01-13,6466445.763718
1356,006 Nova,2019-11-13,12.249693
1357,003 Noble,2020-10-30,84.675964
1358,037 Cotidian,2020-09-18,118706.4512
1359,003 Noble,2020-11-02,43.453477
1360,038 Ok Pet,2020-08-28,70712.64
1361,012 Higienol,2021-01-30,22.60821
1362,036 Ladysoft,2020-01-19,90246.7824
1363,006 Nova,2021-01-07,41.794488
1364,006 Nova,2020-07-05,1.268106
1365,001 Elite,2020-01-26,2.846214
1366,001 Elite,2021-03-22,102896.765051
1367,008 Babysec,2021-01-18,5494731.4366
1368,037 Cotidian,2021-05-11,119527.6256
1369,037 Cotidian,2019-09-15,24671.808
1370,012 Higienol,2019-12-06,13.719229
1371,003 Noble,2021-05-04,49.69081
1372,008 Babysec,2020-07-16,4324525.3256
1373,003 Noble,2019-09-08,1.372625
1374,001 Elite,2020-09-17,83.910158
1375,036 Ladysoft,2021-03-09,6464063.5264
1376,038 Ok Pet,2020-02-27,4320.09
1377,037 Cotidian,2020-03-19,65103.3536
1378,038 Ok Pet,2020-08-31,23192.676
1379,036 Ladysoft,2020-07-20,7025002.84
1380,036 Ladysoft,2020-01-16,5676744.4176
1381,012 Higienol,2021-01-27,12.62029
1382,001 Elite,2020-09-14,94.474161
1383,008 Babysec,2020-07-13,4777851.8034
1384,003 Noble,2021-05-07,52.867848
1385,037 Cotidian,2021-05-08,184949.4496
1386,008 Babysec,2021-01-21,5655678.9948
1387,001 Elite,2021-03-19,183267.190755
1388,006 Nova,2021-01-04,20.801348
1389,037 Cotidian,2019-09-12,222682.2816
1390,012 Higienol,2019-12-09,13.113254
1391,008 Babysec,2020-07-19,68452.0
1392,003 Noble,2019-09-11,47.950142
1393,001 Elite,2021-03-13,167258.707078
1394,003 Noble,2020-05-06,60.191472
1395,036 Ladysoft,2021-03-12,5761126.9712
1396,038 Ok Pet,2021-04-23,37830.978
1397,003 Noble,2020-11-08,0.633715
1398,006 Nova,2020-01-04,11.946224
1399,038 Ok Pet,2021-04-29,19135.818
1400,001 Elite,2020-01-20,120.719992
1401,037 Cotidian,2020-09-12,161038.0768
1402,003 Noble,2021-06-28,6.874067
1403,037 Cotidian,2021-03-17,163030.8896
1404,036 Ladysoft,2021-03-18,6354225.5984
1405,038 Ok Pet,2020-03-04,1380.996
1406,008 Babysec,2019-11-24,89574.4632
1407,001 Elite,2020-07-24,119.202963
1408,037 Cotidian,2021-05-16,415.904
1409,001 Elite,2020-01-31,146.823588
1410,012 Higienol,2019-12-14,12.45143
1411,036 Ladysoft,2020-11-05,6587085.9536
1412,008 Babysec,2019-09-13,3553064.6429
1413,012 Higienol,2021-02-04,16.073425
1414,038 Ok Pet,2021-06-24,21965.04
1415,006 Nova,2020-09-15,59.716688
1416,008 Babysec,2020-03-17,3535839.351
1417,001 Elite,2021-03-24,111691.434558
1418,036 Ladysoft,2021-05-10,6575812.7984
1419,038 Ok Pet,2020-12-17,91707.858
1420,003 Noble,2019-12-31,50.115512
1421,006 Nova,2020-03-13,42.253429
1422,008 Babysec,2021-05-12,4792970.6352
1423,008 Babysec,2021-05-06,5915422.5102
1424,036 Ladysoft,2019-09-14,4760060.4816
1425,012 Higienol,2020-06-17,13.156479
1426,037 Cotidian,2020-09-23,205809.76
1427,006 Nova,2020-03-16,26.402767
1428,036 Ladysoft,2020-05-06,7720321.392
1429,001 Elite,2020-02-03,101.764728
1430,012 Higienol,2019-12-11,15.548968
1431,036 Ladysoft,2020-11-08,228515.7056
1432,037 Cotidian,2020-03-21,62944.2592
1433,008 Babysec,2019-09-16,4110619.561
1434,012 Higienol,2019-12-17,14.737896
1435,003 Noble,2021-02-21,0.695756
1436,006 Nova,2020-09-18,38.184921
1437,008 Babysec,2019-09-10,3826477.1162
1438,038 Ok Pet,2021-06-21,2489.058
1439,037 Cotidian,2019-09-20,149186.9952
1440,003 Noble,2019-12-28,72.13433
1441,008 Babysec,2020-11-04,4135670.7056
1442,008 Babysec,2021-05-09,185121.5648
1443,037 Cotidian,2020-03-24,100205.7504
1444,001 Elite,2020-09-22,75.600343
1445,001 Elite,2021-03-27,95671.381846
1446,038 Ok Pet,2020-06-17,30180.942
1447,003 Noble,2020-07-01,69.066094
1448,038 Ok Pet,2020-06-26,20491.938
1449,036 Ladysoft,2020-11-11,7429142.4576
1450,012 Higienol,2021-02-10,11.927665
1451,037 Cotidian,2020-03-18,113865.0784
1452,037 Cotidian,2021-03-25,104111.1584
1453,008 Babysec,2020-03-08,142907.8448
1454,006 Nova,2021-05-11,32.01852
1455,037 Cotidian,2020-09-20,48.0
1456,003 Noble,2020-08-22,59.091517
1457,038 Ok Pet,2020-12-23,212461.902
1458,008 Babysec,2020-03-11,5468721.7274
1459,003 Noble,2021-02-24,62.368853
1460,012 Higienol,2019-12-20,16.753376
1461,036 Ladysoft,2019-11-08,6862705.1136
1462,038 Ok Pet,2020-06-20,4800.96
1463,006 Nova,2019-09-15,0.343392
1464,008 Babysec,2020-09-13,96578.7648
1465,001 Elite,2020-08-01,55.985071
1466,006 Nova,2020-03-19,8.372992
1467,036 Ladysoft,2020-05-12,7496758.088
1468,008 Babysec,2021-05-03,5019731.5914
1469,012 Higienol,2021-02-13,8.222083
1470,038 Ok Pet,2020-06-23,5250.996
1471,001 Elite,2020-01-28,123.508111
1472,006 Nova,2020-11-09,38.858358
1473,012 Higienol,2021-02-07,0.057135
1474,037 Cotidian,2020-09-17,204943.024
1475,003 Noble,2020-01-03,40.091894
1476,006 Nova,2021-05-14,33.476868
1477,008 Babysec,2020-03-14,5207331.3236
1478,001 Elite,2020-07-29,92.956681
1479,006 Nova,2021-05-08,25.683312
1480,003 Noble,2021-02-27,149.792859
1481,037 Cotidian,2021-03-22,158103.2288
1482,001 Elite,2020-01-25,113.503094
1483,001 Elite,2021-03-21,4000.989325
1484,006 Nova,2019-09-18,13.424366
1485,036 Ladysoft,2019-11-05,5155623.3312
1486,012 Higienol,2020-08-08,16.196873
1487,003 Noble,2020-08-25,59.418874
1488,008 Babysec,2020-09-10,4403757.6992
1489,036 Ladysoft,2020-05-09,7754684.8528
1490,036 Ladysoft,2020-05-15,7172645.2608
1491,006 Nova,2020-03-22,0.345186
1492,003 Noble,2020-02-27,57.84045
1493,008 Babysec,2020-05-14,5929439.041
1494,003 Noble,2020-08-31,96.753508
1495,006 Nova,2021-03-11,31.719137
1496,036 Ladysoft,2021-01-02,3406032.2944
1497,001 Elite,2020-10-01,4052.091594
1498,037 Cotidian,2019-09-29,991.808
1499,036 Ladysoft,2019-11-14,5520700.3072
1500,012 Higienol,2020-02-13,12.558066
1501,001 Elite,2020-03-29,1.165801
1502,006 Nova,2020-01-18,12.217716
1503,012 Higienol,2020-08-17,13.32479
1504,001 Elite,2020-04-01,91.459957
1505,001 Elite,2019-09-28,97.139546
1506,037 Cotidian,2020-11-23,301442.032
1507,037 Cotidian,2020-05-21,221334.8192
1508,003 Noble,2020-08-28,58.62243
1509,012 Higienol,2020-08-11,15.618771
1510,008 Babysec,2019-11-10,129830.3412
1511,001 Elite,2021-05-24,172907.483259
1512,038 Ok Pet,2021-02-16,8010.0
1513,006 Nova,2021-03-08,26.685725
1514,008 Babysec,2020-05-11,5821454.9302
1515,003 Noble,2020-02-24,44.948912
1516,008 Babysec,2020-05-17,34752.0
1517,006 Nova,2020-07-19,0.315709
1518,001 Elite,2019-09-25,114.784734
1519,012 Higienol,2020-02-10,16.740622
1520,012 Higienol,2020-08-14,13.856674
1521,006 Nova,2020-01-15,14.88333
1522,036 Ladysoft,2019-11-11,6050064.464
1523,037 Cotidian,2020-11-20,169050.6208
1524,038 Ok Pet,2021-02-13,1470.96
1525,036 Ladysoft,2021-01-05,6447447.7408
1526,037 Cotidian,2020-05-18,301852.3456
1527,001 Elite,2021-05-21,83676.323272
1528,008 Babysec,2019-09-19,3090542.5432
1529,038 Ok Pet,2021-02-19,2671.974
1530,001 Elite,2020-09-25,24084.050701
1531,038 Ok Pet,2020-08-17,103422.654
1532,003 Noble,2020-10-22,60.95395
1533,003 Noble,2020-03-04,48.448529
1534,036 Ladysoft,2020-01-05,39792.1536
1535,012 Higienol,2020-02-19,15.474671
1536,001 Elite,2019-09-13,115.864688
1537,008 Babysec,2021-06-21,4649878.2854
1538,012 Higienol,2020-12-26,9.85437
1539,006 Nova,2020-09-21,30.263437
1540,001 Elite,2020-03-17,138.86081
1541,012 Higienol,2020-12-20,0.575274
1542,006 Nova,2021-03-26,35.864678
1543,037 Cotidian,2020-11-05,170321.7088
1544,036 Ladysoft,2021-05-16,123360.8064
1545,008 Babysec,2020-04-29,4732400.1026
1546,038 Ok Pet,2020-11-04,68315.706
1547,036 Ladysoft,2019-09-20,4949206.2656
1548,003 Noble,2021-01-06,63.368246
1549,038 Ok Pet,2020-05-02,90.018
1550,008 Babysec,2020-11-01,132217.6276
1551,001 Elite,2020-09-19,2067.402458
1552,003 Noble,2020-07-04,56.611479
1553,037 Cotidian,2019-09-17,167999.6832
1554,036 Ladysoft,2020-03-24,4286740.6336
1555,006 Nova,2020-01-30,13.09415
1556,037 Cotidian,2020-05-06,362838.4704
1557,012 Higienol,2020-12-23,11.38002
1558,036 Ladysoft,2020-09-23,7491667.9616
1559,037 Cotidian,2021-05-13,174933.6288
1560,036 Ladysoft,2021-05-13,4940475.2528
1561,012 Higienol,2019-11-01,4.692538
1562,006 Nova,2021-03-23,32.60932
1563,037 Cotidian,2020-11-08,368.0
1564,006 Nova,2021-03-20,31.138253
1565,008 Babysec,2020-05-02,4147857.0886
1566,003 Noble,2020-07-07,67.790455
1567,003 Noble,2021-01-09,76.09999
1568,003 Noble,2019-11-15,45.562705
1569,037 Cotidian,2021-05-10,186380.8416
1570,001 Elite,2021-05-09,80001.165429
1571,036 Ladysoft,2019-09-17,4850257.2096
1572,001 Elite,2020-03-14,213.829638
1573,037 Cotidian,2019-09-14,117008.8928
1574,038 Ok Pet,2020-05-05,179.982
1575,006 Nova,2020-02-02,0.43917
1576,008 Babysec,2020-10-29,5244316.6576
1577,036 Ladysoft,2020-03-21,3633466.7392
1578,001 Elite,2020-09-16,2080.247234
1579,012 Higienol,2020-06-20,9.733272
1580,037 Cotidian,2019-09-08,1547.712
1581,036 Ladysoft,2021-05-22,5371665.3104
1582,008 Babysec,2021-04-30,11780528.3874
1583,037 Cotidian,2020-03-12,97287.6064
1584,037 Cotidian,2020-09-14,117016.432
1585,001 Elite,2021-03-15,130067.947055
1586,003 Noble,2020-01-06,55.121014
1587,008 Babysec,2019-09-04,4360814.2656
1588,037 Cotidian,2021-05-07,100506.4
1589,001 Elite,2020-09-13,0.893838
1590,036 Ladysoft,2019-09-26,5843353.6208
1591,012 Higienol,2020-06-29,6.877981
1592,006 Nova,2020-03-25,18.649604
1593,003 Noble,2020-07-10,46.003355
1594,012 Higienol,2020-06-23,11.899565
1595,006 Nova,2020-09-27,0.546049
1596,008 Babysec,2020-10-26,5405735.7854
1597,038 Ok Pet,2020-12-29,7441.938
1598,006 Nova,2020-09-24,32.909638
1599,036 Ladysoft,2021-05-19,6436296.168
1600,003 Noble,2020-01-09,58.361294
1601,037 Cotidian,2020-03-15,256.0
1602,037 Cotidian,2019-09-11,148763.6544
1603,036 Ladysoft,2020-11-14,5776854.072
1604,003 Noble,2020-07-13,60.24509
1605,008 Babysec,2021-04-27,5043659.553
1606,008 Babysec,2019-09-01,118087.5884
1607,001 Elite,2021-03-18,156463.828228
1608,006 Nova,2021-03-29,42.433528
1609,036 Ladysoft,2019-09-23,5830056.5216
1610,008 Babysec,2019-09-07,3333183.8156
1611,037 Cotidian,2021-05-04,123261.76
1612,012 Higienol,2019-12-23,12.028618
1613,036 Ladysoft,2020-11-17,6246981.5936
1614,038 Ok Pet,2020-12-26,180.036
1615,001 Elite,2020-09-10,80.127477
1616,012 Higienol,2020-06-26,11.624484
1617,008 Babysec,2020-10-23,5349403.5752
1618,036 Ladysoft,2020-03-27,3903785.5008
1619,038 Ok Pet,2021-01-04,13199.04
1620,001 Elite,2020-11-16,38095.762162
1621,006 Nova,2021-01-24,0.475646
1622,038 Ok Pet,2020-07-02,7740.0
1623,001 Elite,2020-05-14,141.364042
1624,037 Cotidian,2021-01-02,80141.7184
1625,006 Nova,2020-07-22,27.273381
1626,003 Noble,2020-01-12,0.614432
1627,012 Higienol,2019-12-29,2.17434
1628,037 Cotidian,2020-05-15,180601.2416
1629,036 Ladysoft,2020-05-18,7246618.5376
1630,001 Elite,2019-09-22,2.494322
1631,037 Cotidian,2021-01-05,247545.856
1632,008 Babysec,2020-12-26,4390543.3342
1633,037 Cotidian,2019-11-11,123699.072
1634,036 Ladysoft,2020-11-20,5179167.3264
1635,001 Elite,2021-05-18,186970.830134
1636,003 Noble,2021-03-08,53.935494
1637,003 Noble,2021-03-02,41.01538
1638,012 Higienol,2021-02-19,11.561428
1639,001 Elite,2020-11-13,102069.284712
1640,003 Noble,2020-09-03,54.153507
1641,038 Ok Pet,2020-06-29,1290.978
1642,008 Babysec,2019-11-07,3859164.8803
1643,001 Elite,2020-11-19,32077.578498
1644,008 Babysec,2020-12-29,6532241.531
1645,003 Noble,2020-01-15,47.408383
1646,006 Nova,2021-01-27,44.283006
1647,036 Ladysoft,2019-11-17,204542.1104
1648,008 Babysec,2020-06-26,4543722.3926
1649,012 Higienol,2019-12-26,14.809153
1650,012 Higienol,2020-01-01,0.310156
1651,036 Ladysoft,2020-11-23,6522857.6416
1652,006 Nova,2020-07-25,30.619833
1653,036 Ladysoft,2020-05-21,7187219.0624
1654,006 Nova,2019-12-03,12.531747
1655,037 Cotidian,2019-11-14,136889.2736
1656,012 Higienol,2021-02-16,9.898965
1657,003 Noble,2021-03-05,45.723512
1658,001 Elite,2020-03-23,98.853837
1659,003 Noble,2021-03-11,56.432468
1660,003 Noble,2020-09-06,0.226723
1661,008 Babysec,2019-11-04,3272930.2792
1662,001 Elite,2019-09-19,102.734132
1663,012 Higienol,2020-08-23,0.023273
1664,008 Babysec,2020-12-11,4022624.336
1665,006 Nova,2020-08-06,27.14397
1666,001 Elite,2020-06-25,106.105971
1667,008 Babysec,2021-06-15,5615673.1498
1668,037 Cotidian,2020-08-11,213366.7584
1669,006 Nova,2021-02-08,34.90489
1670,038 Ok Pet,2021-01-29,13379.022
1671,001 Elite,2019-12-22,9.37731
1672,003 Noble,2021-03-30,86.846697
1673,037 Cotidian,2020-08-17,194161.2544
1674,036 Ladysoft,2020-06-12,6592738.104
1675,012 Higienol,2020-05-11,17.584055
1676,006 Nova,2020-02-05,14.595304
1677,038 Ok Pet,2020-07-27,4800.96
1678,037 Cotidian,2020-02-13,136313.6416
1679,012 Higienol,2020-05-05,15.178879
1680,008 Babysec,2020-12-14,5113973.5362
1681,003 Noble,2020-02-06,45.711687
1682,001 Elite,2021-02-15,622033.455024
1683,038 Ok Pet,2021-01-26,20671.92
1684,006 Nova,2020-08-09,1.486343
1685,008 Babysec,2021-06-18,5344189.239
1686,006 Nova,2020-08-03,29.07047
1687,038 Ok Pet,2021-02-01,5161.032
1688,036 Ladysoft,2020-06-15,6108172.7568
1689,001 Elite,2019-12-25,1.150363
1690,008 Babysec,2019-10-26,3920677.3544
1691,003 Noble,2021-04-02,2.846398
1692,036 Ladysoft,2020-12-18,6315824.576
1693,008 Babysec,2019-10-23,3926951.6761
1694,037 Cotidian,2020-02-10,120805.1456
1695,036 Ladysoft,2020-12-15,6056304.5872
1696,012 Higienol,2019-11-04,14.928707
1697,037 Cotidian,2020-08-14,144268.4576
1698,012 Higienol,2020-05-08,13.84402
1699,008 Babysec,2020-12-17,5203078.6892
1700,003 Noble,2020-02-09,0.37399
1701,001 Elite,2021-02-12,958767.732521
1702,036 Ladysoft,2019-12-15,260901.7456
1703,006 Nova,2021-04-01,13.964254
1704,008 Babysec,2020-04-17,5565000.643
1705,003 Noble,2021-04-05,49.484181
1706,008 Babysec,2020-04-23,4529482.6882
1707,036 Ladysoft,2020-06-18,6658698.0672
1708,012 Higienol,2019-11-13,18.13309
1709,037 Cotidian,2021-02-07,815.904
1710,008 Babysec,2019-10-20,818836.4916
1711,037 Cotidian,2021-02-13,214238.048
1712,006 Nova,2020-02-11,14.765132
1713,012 Higienol,2019-11-07,18.330702
1714,003 Noble,2020-04-01,43.698724
1715,036 Ladysoft,2019-12-21,4754142.8592
1716,001 Elite,2020-06-19,87.327432
1717,037 Cotidian,2019-12-20,159410.1248
1718,003 Noble,2020-10-04,1.017808
1719,001 Elite,2020-12-22,46109.607439
1720,037 Cotidian,2021-02-10,330800.016
1721,008 Babysec,2020-04-20,3990102.5828
1722,037 Cotidian,2020-08-08,154065.9072
1723,006 Nova,2021-04-04,0.748765
1724,003 Noble,2021-04-08,54.573168
1725,001 Elite,2020-06-22,99.072305
1726,036 Ladysoft,2021-02-08,7503368.0592
1727,008 Babysec,2021-06-12,5546661.3036
1728,008 Babysec,2019-10-17,3474098.7313
1729,001 Elite,2019-12-19,111.413734
1730,012 Higienol,2019-11-10,0.18241
1731,038 Ok Pet,2020-07-30,11190.978
1732,006 Nova,2020-02-08,15.837674
1733,006 Nova,2020-08-12,43.584392
1734,001 Elite,2020-06-16,92.175026
1735,003 Noble,2020-10-01,55.68018
1736,036 Ladysoft,2019-12-18,5645508.4512
1737,012 Higienol,2020-12-29,16.390772
1738,036 Ladysoft,2021-02-17,6564210.9856
1739,008 Babysec,2019-12-20,3476685.979
1740,001 Elite,2020-02-21,104.568584
1741,008 Babysec,2020-06-23,4443939.7487
1742,036 Ladysoft,2021-02-11,6484436.9824
1743,003 Noble,2019-10-04,44.217543
1744,006 Nova,2020-06-09,19.927881
1745,012 Higienol,2021-01-07,12.629148
1746,037 Cotidian,2021-04-15,127644.832
1747,001 Elite,2020-02-18,127.617075
1748,038 Ok Pet,2021-03-25,27866.898
1749,003 Noble,2020-04-07,44.903621
1750,037 Cotidian,2020-10-11,384.0
1751,006 Nova,2019-12-06,13.452836
1752,038 Ok Pet,2021-03-31,30369.618
1753,036 Ladysoft,2020-08-12,8697174.5984
1754,036 Ladysoft,2021-02-14,155178.0688
1755,003 Noble,2020-04-10,0.069867
1756,008 Babysec,2019-12-23,3457773.0346
1757,012 Higienol,2020-07-05,0.17392
1758,008 Babysec,2019-12-17,3929814.1688
1759,001 Elite,2020-08-22,75.885813
1760,008 Babysec,2021-02-10,5964182.9496
1761,001 Elite,2020-02-15,86.711264
1762,006 Nova,2020-06-12,29.395831
1763,003 Noble,2020-04-04,43.647985
1764,012 Higienol,2020-07-02,10.142826
1765,003 Noble,2021-05-30,3.025342
1766,038 Ok Pet,2020-09-23,34112.898
1767,006 Nova,2019-12-09,10.107679
1768,037 Cotidian,2020-10-08,157699.1296
1769,012 Higienol,2021-01-04,9.438038
1770,003 Noble,2020-10-07,81.737355
1771,037 Cotidian,2020-10-14,202562.1472
1772,001 Elite,2021-02-18,371099.63067
1773,012 Higienol,2020-01-04,14.355795
1774,038 Ok Pet,2020-10-02,16983.738
1775,012 Higienol,2020-01-10,17.683358
1776,001 Elite,2020-08-16,0.342294
1777,037 Cotidian,2021-04-06,141720.176
1778,012 Higienol,2020-07-08,9.242451
1779,003 Noble,2019-10-10,46.82889
1780,006 Nova,2021-02-02,36.04854
1781,008 Babysec,2020-06-17,4361148.7422
1782,003 Noble,2021-06-02,40.953678
1783,036 Ladysoft,2020-02-14,6560426.2864
1784,001 Elite,2021-02-21,6000.771699
1785,008 Babysec,2020-12-20,542562.5892
1786,038 Ok Pet,2020-09-26,58983.876
1787,003 Noble,2020-11-28,73.193968
1788,006 Nova,2019-12-12,14.409732
1789,036 Ladysoft,2020-08-18,7007679.64
1790,038 Ok Pet,2020-09-29,146060.712
1791,003 Noble,2019-10-07,46.289711
1792,001 Elite,2019-11-21,118.4686
1793,008 Babysec,2020-03-29,95990.5448
1794,012 Higienol,2021-04-26,14.303325
1795,037 Cotidian,2019-12-15,17150.912
1796,036 Ladysoft,2020-11-09,6380415.2128
1797,036 Ladysoft,2021-05-14,4983399.4256
1798,001 Elite,2020-05-25,103.517229
1799,006 Nova,2020-09-06,0.06971
1800,003 Noble,2021-01-30,164.119672
1801,038 Ok Pet,2020-05-26,34891.938
1802,008 Babysec,2020-03-23,2518818.0844
1803,012 Higienol,2021-05-02,0.020916
1804,003 Noble,2020-07-28,18.041989
1805,003 Noble,2020-07-31,94.645327
1806,038 Ok Pet,2020-11-28,15962.022
1807,008 Babysec,2021-05-18,4858501.505
1808,003 Noble,2019-12-09,51.468964
1809,006 Nova,2020-03-07,18.241954
1810,036 Ladysoft,2019-09-18,4494120.8464
1811,006 Nova,2019-09-03,15.229205
1812,037 Cotidian,2019-12-18,185127.7792
1813,008 Babysec,2019-09-22,301729.236
1814,012 Higienol,2019-09-03,20.615233
1815,012 Higienol,2020-03-07,9.604686
1816,008 Babysec,2020-03-26,2905397.1334
1817,001 Elite,2020-05-28,125.504162
1818,012 Higienol,2019-09-06,17.9269
1819,006 Nova,2021-04-29,37.0661
1820,036 Ladysoft,2020-11-12,6425336.6
1821,003 Noble,2021-01-27,81.558868
1822,012 Higienol,2021-04-29,12.856225
1823,038 Ok Pet,2020-05-29,4800.96
1824,036 Ladysoft,2020-11-06,6220960.8224
1825,001 Elite,2020-05-22,108.78387
1826,008 Babysec,2021-05-15,5393622.3424
1827,006 Nova,2020-03-04,16.327138
1828,003 Noble,2021-02-02,63.105028
1829,012 Higienol,2020-10-25,0.107166
1830,003 Noble,2020-02-02,0.719591
1831,008 Babysec,2019-11-25,3496672.512738
1832,036 Ladysoft,2020-11-15,117571.456
1833,037 Cotidian,2020-02-20,118231.3792
1834,038 Ok Pet,2020-06-01,1290.978
1835,003 Noble,2020-08-06,51.83713
1836,012 Higienol,2019-09-09,14.168158
1837,038 Ok Pet,2021-01-19,13741.92
1838,001 Elite,2021-03-17,421678.685647
1839,006 Nova,2019-12-31,19.451292
1840,037 Cotidian,2021-04-13,114527.648
1841,008 Babysec,2021-01-16,6091085.1138
1842,012 Higienol,2020-10-28,11.430829
1843,008 Babysec,2020-05-26,5083900.3888
1844,036 Ladysoft,2020-05-16,6998043.6144
1845,036 Ladysoft,2019-11-12,5747652.9888
1846,001 Elite,2020-01-24,110.980507
1847,006 Nova,2020-07-07,23.895059
1848,012 Higienol,2020-11-03,9.784501
1849,037 Cotidian,2020-02-17,82105.264
1850,008 Babysec,2019-11-22,3613193.7733
1851,001 Elite,2020-07-28,21.05244
1852,012 Higienol,2020-05-01,3.217522
1853,008 Babysec,2019-11-28,3815755.6017
1854,037 Cotidian,2020-02-23,2688.192
1855,003 Noble,2020-08-03,60.366562
1856,006 Nova,2020-01-03,10.648533
1857,038 Ok Pet,2021-01-22,54360.018
1858,006 Nova,2020-07-04,28.862428
1859,001 Elite,2020-01-21,107.96746
1860,037 Cotidian,2021-04-10,197329.6416
1861,001 Elite,2020-01-27,122.754223
1862,036 Ladysoft,2019-11-09,4874992.5024
1863,012 Higienol,2020-10-31,12.028672
1864,001 Elite,2020-07-25,74.677716
1865,003 Noble,2020-01-30,43.875262
1866,006 Nova,2021-01-06,41.319188
1867,012 Higienol,2020-04-28,13.113582
1868,036 Ladysoft,2020-05-13,7032772.3664
1869,038 Ok Pet,2021-01-25,65473.902
1870,012 Higienol,2020-05-04,12.608522
1871,001 Elite,2021-01-24,10001.304998
1872,038 Ok Pet,2020-07-23,78094.818
1873,037 Cotidian,2021-02-17,229485.7216
1874,012 Higienol,2019-10-31,22.760699
