,Marca,Fecha,Toneladas
2504,003 Noble,2020-07-26,0.521605
2505,038 Ok Pet,2020-05-21,43470.0
2506,006 Nova,2020-09-11,42.566248
2507,006 Nova,2020-03-09,21.924382
2508,037 Cotidian,2019-09-01,336.192
2509,012 Higienol,2021-01-11,14.273544
2510,001 Elite,2021-03-28,2001.069119
2511,037 Cotidian,2021-04-27,205728.8832
2512,006 Nova,2020-03-15,1.238587
2513,008 Babysec,2021-05-10,4876807.0384
2514,037 Cotidian,2021-04-24,169799.1136
2515,012 Higienol,2020-01-05,0.354487
2516,036 Ladysoft,2019-09-13,5129167.3216
2517,036 Ladysoft,2020-05-02,7598467.1232
2518,003 Noble,2021-01-25,62.826835
2519,008 Babysec,2019-09-14,3624213.1308
2520,003 Noble,2020-07-23,52.595476
2521,036 Ladysoft,2020-11-04,6117844.4336
2522,037 Cotidian,2020-03-02,95073.1264
2523,012 Higienol,2020-07-09,10.690863
2524,008 Babysec,2020-03-18,2634350.0604
2525,001 Elite,2021-03-25,228083.519028
2526,012 Higienol,2021-01-08,16.903328
2527,006 Nova,2020-09-14,36.164891
2528,006 Nova,2021-05-04,32.802503
2529,008 Babysec,2020-11-08,69898.0116
2530,006 Nova,2020-03-12,38.024939
2531,037 Cotidian,2020-10-20,148939.8784
2532,008 Babysec,2021-05-13,6275517.1294
2533,008 Babysec,2021-05-07,5032113.6686
2534,001 Elite,2021-03-31,228554.846647
2535,037 Cotidian,2020-06-20,176806.0768
2536,036 Ladysoft,2020-05-05,6257355.4224
2537,012 Higienol,2020-01-08,21.385925
2538,006 Nova,2020-07-12,0.057669
2539,008 Babysec,2021-01-11,5505864.639
2540,037 Cotidian,2020-12-23,152759.3664
2541,006 Nova,2020-01-08,17.097131
2542,001 Elite,2020-11-29,12004.759381
2543,012 Higienol,2020-07-12,0.094318
2544,001 Elite,2021-06-03,84467.470013
2545,038 Ok Pet,2021-01-14,68672.88
2546,003 Noble,2020-07-29,58.698497
2547,001 Elite,2020-11-23,46081.778971
2548,003 Noble,2020-01-25,45.251616
2549,001 Elite,2021-05-28,122480.691214
2550,036 Ladysoft,2019-11-04,4912423.7872
2551,037 Cotidian,2019-11-01,25076.992
2552,008 Babysec,2019-11-20,4279645.5074
2553,006 Nova,2021-01-11,32.684408
2554,036 Ladysoft,2020-05-08,6341501.2208
2555,001 Elite,2019-10-08,78.684829
2556,006 Nova,2020-07-15,27.137261
2557,012 Higienol,2021-03-04,11.02075
2558,006 Nova,2020-07-09,18.842595
2559,003 Noble,2021-03-18,56.328939
2560,037 Cotidian,2020-02-19,172664.8608
2561,012 Higienol,2020-01-07,19.104669
2562,003 Noble,2019-10-13,0.948846
2563,038 Ok Pet,2020-03-27,1380.996
2564,001 Elite,2020-08-19,92.14078
2565,008 Babysec,2020-06-20,3668548.3084
2566,037 Cotidian,2021-04-09,116190.2496
2567,006 Nova,2021-02-05,34.008612
2568,012 Higienol,2020-07-11,7.96467
2569,037 Cotidian,2021-04-12,96450.976
2570,036 Ladysoft,2020-08-21,7780422.7968
2571,036 Ladysoft,2020-02-11,7473915.9952
2572,006 Nova,2021-01-30,77.429383
2573,003 Noble,2021-06-05,47.136157
2574,008 Babysec,2020-06-14,516494.0
2575,003 Noble,2020-12-01,40.1927
2576,036 Ladysoft,2020-08-15,7368862.7264
2577,012 Higienol,2021-02-28,0.9718
2578,006 Nova,2019-12-15,1.215385
2579,003 Noble,2020-12-07,67.267244
2580,037 Cotidian,2021-06-12,251411.84
2581,006 Nova,2019-10-06,0.417599
2582,012 Higienol,2021-03-09,11.257268
2583,001 Elite,2020-10-22,228081.9636
2584,012 Higienol,2021-03-03,11.583549
2585,037 Cotidian,2019-10-20,7248.192
2586,038 Ok Pet,2020-03-30,1200.96
2587,036 Ladysoft,2020-02-20,5806959.6064
2588,008 Babysec,2020-08-20,5363955.4672
2589,003 Noble,2020-06-04,70.439109
2590,037 Cotidian,2020-04-20,147059.3664
2591,006 Nova,2021-06-01,24.230528
2592,037 Cotidian,2020-12-11,135552.6656
2593,036 Ladysoft,2021-04-10,6925162.6096
2594,006 Nova,2019-10-12,10.761505
2595,001 Elite,2020-04-19,3.413362
2596,008 Babysec,2020-02-16,125230.7776
2597,037 Cotidian,2021-06-15,231328.4192
2598,006 Nova,2021-06-07,33.667198
2599,038 Ok Pet,2021-05-25,5069.178
2600,012 Higienol,2021-03-06,10.421952
2601,001 Elite,2020-10-19,78480.984589
2602,037 Cotidian,2021-06-09,217957.792
2603,001 Elite,2020-04-16,140.525854
2604,003 Noble,2020-06-01,61.351697
2605,003 Noble,2020-12-04,58.689607
2606,006 Nova,2019-10-09,11.81277
2607,012 Higienol,2020-09-01,10.737119
2608,038 Ok Pet,2020-04-02,7830.018
2609,008 Babysec,2020-02-19,4221943.7062
2610,036 Ladysoft,2021-04-13,4763673.0832
2611,037 Cotidian,2019-10-17,144513.152
2612,008 Babysec,2020-08-23,4032.0
2613,036 Ladysoft,2020-02-17,6052062.0656
2614,037 Cotidian,2020-12-08,162992.8608
2615,038 Ok Pet,2021-05-22,4800.96
2616,006 Nova,2021-06-04,30.274058
2617,037 Cotidian,2020-10-17,209496.3648
2618,008 Babysec,2019-12-26,3559818.5579
2619,036 Ladysoft,2020-10-15,5697648.0288
2620,037 Cotidian,2020-04-14,125535.0976
2621,037 Cotidian,2021-06-06,607.808
2622,003 Noble,2021-01-28,97.654218
2623,006 Nova,2020-12-03,27.578364
2624,012 Higienol,2020-09-04,12.737645
2625,008 Babysec,2021-02-16,5405123.85
2626,001 Elite,2020-10-16,86066.681274
2627,001 Elite,2021-04-20,194471.127824
2628,006 Nova,2020-12-09,33.116453
2629,006 Nova,2020-06-06,23.062237
2630,003 Noble,2020-06-10,57.419463
2631,008 Babysec,2020-08-14,5029683.5986
2632,037 Cotidian,2019-10-14,148720.8864
2633,001 Elite,2021-04-17,400841.880711
2634,038 Ok Pet,2020-11-26,67405.05
2635,036 Ladysoft,2021-04-16,5067027.9632
2636,012 Higienol,2020-03-05,12.384426
2637,012 Higienol,2020-09-07,12.408612
2638,003 Noble,2019-12-07,43.785487
2639,008 Babysec,2021-02-13,4990947.6332
2640,038 Ok Pet,2021-05-31,4890.978
2641,036 Ladysoft,2020-10-12,5830672.2368
2642,008 Babysec,2020-08-17,4644602.2416
2643,006 Nova,2021-06-10,34.866611
2644,008 Babysec,2021-02-19,7244478.314
2645,001 Elite,2020-02-24,91.151215
2646,006 Nova,2020-12-06,1.388804
2647,037 Cotidian,2020-04-11,123791.2128
2648,036 Ladysoft,2020-10-18,168980.5504
2649,006 Nova,2020-06-03,26.451996
2650,037 Cotidian,2020-04-17,181432.2336
2651,001 Elite,2020-10-13,112881.76371
2652,003 Noble,2020-06-07,0.01061
2653,006 Nova,2019-10-15,11.861387
2654,038 Ok Pet,2020-11-29,1200.96
2655,012 Higienol,2020-03-02,9.58789
2656,038 Ok Pet,2020-11-23,45753.894
2657,003 Noble,2019-12-04,39.970275
2658,001 Elite,2021-04-14,98099.248802
2659,003 Noble,2019-12-10,56.963415
2660,038 Ok Pet,2021-05-28,19848.96
2661,036 Ladysoft,2021-04-19,6744360.8576
2662,012 Higienol,2019-09-07,15.005099
2663,037 Cotidian,2019-12-11,165498.624
2664,036 Ladysoft,2020-04-18,7535217.864
2665,001 Elite,2019-10-25,116.141385
2666,012 Higienol,2021-04-30,16.636775
2667,038 Ok Pet,2020-12-02,46980.0
2668,003 Noble,2021-02-06,47.946003
2669,008 Babysec,2020-10-14,5072492.5056
2670,003 Noble,2021-02-03,69.813204
2671,001 Elite,2020-12-16,50112.128321
2672,036 Ladysoft,2019-10-15,5065513.6928
2673,008 Babysec,2020-10-20,4993201.142
2674,006 Nova,2021-04-07,35.882657
2675,003 Noble,2019-12-13,49.547288
2676,036 Ladysoft,2021-06-10,5266470.9936
2677,006 Nova,2020-10-03,21.126427
2678,012 Higienol,2020-03-11,13.03234
2679,037 Cotidian,2019-12-14,149406.4096
2680,012 Higienol,2019-09-10,15.484461
2681,038 Ok Pet,2020-06-02,360.072
2682,003 Noble,2021-01-31,12.425817
2683,038 Ok Pet,2020-05-27,1290.978
2684,001 Elite,2021-06-20,1.859358
2685,001 Elite,2019-10-28,119.702224
2686,036 Ladysoft,2020-04-15,7476018.4144
2687,036 Ladysoft,2020-04-21,7457308.568
2688,003 Noble,2019-11-02,29.939368
2689,012 Higienol,2020-08-03,13.795122
2690,008 Babysec,2019-11-18,3618027.873
2691,006 Nova,2020-07-11,26.248146
2692,003 Noble,2020-05-03,0.01061
2693,036 Ladysoft,2021-03-15,6192689.3584
2694,012 Higienol,2021-02-05,14.232357
2695,037 Cotidian,2020-09-15,152463.2832
2696,038 Ok Pet,2021-04-26,7380.036
2697,001 Elite,2021-03-16,117668.052238
2698,008 Babysec,2021-01-12,6269547.8906
2699,037 Cotidian,2020-03-13,155138.0768
2700,036 Ladysoft,2020-09-10,6445140.2432
2701,003 Noble,2020-11-05,51.026849
2702,006 Nova,2020-01-07,18.068818
2703,008 Babysec,2021-01-15,6550285.0144
2704,001 Elite,2020-01-23,106.849701
2705,012 Higienol,2021-02-02,14.681731
2706,037 Cotidian,2020-09-09,159681.7568
2707,036 Ladysoft,2020-01-22,6886524.2224
2708,006 Nova,2020-07-08,19.184222
2709,008 Babysec,2019-11-21,4163732.9538
2710,012 Higienol,2020-07-31,19.963165
2711,006 Nova,2021-01-10,2.488552
2712,008 Babysec,2021-03-17,5823872.376
2713,006 Nova,2020-11-10,33.971807
2714,003 Noble,2020-12-30,111.682402
2715,012 Higienol,2020-02-02,0.166207
2716,037 Cotidian,2020-11-15,7977.6
2717,008 Babysec,2020-01-24,5628131.122
2718,036 Ladysoft,2020-09-16,5130141.0448
2719,001 Elite,2019-09-17,107.805263
2720,037 Cotidian,2020-05-13,188605.9648
2721,038 Ok Pet,2020-10-31,318350.214
2722,003 Noble,2019-11-08,43.665032
2723,012 Higienol,2020-02-05,14.851596
2724,001 Elite,2021-05-16,10001.07429
2725,036 Ladysoft,2020-03-14,4732499.2832
2726,008 Babysec,2021-03-20,6040970.826
2727,012 Higienol,2020-08-09,1.803078
2728,006 Nova,2020-05-05,21.76791
2729,003 Noble,2020-05-09,57.883394
2730,008 Babysec,2021-03-14,52134.0
2731,006 Nova,2020-11-07,38.451261
2732,012 Higienol,2021-03-29,13.115532
2733,038 Ok Pet,2020-10-28,131427.054
2734,036 Ladysoft,2020-09-19,5646311.8032
2735,001 Elite,2019-09-20,103.445032
2736,001 Elite,2020-03-24,107.656678
2737,036 Ladysoft,2020-09-13,288000.0
2738,037 Cotidian,2020-05-16,167171.5872
2739,012 Higienol,2020-02-08,17.235293
2740,001 Elite,2021-05-13,135267.739037
2741,001 Elite,2019-09-23,122.35764
2742,003 Noble,2019-11-11,50.667443
2743,006 Nova,2019-09-16,11.750932
2744,008 Babysec,2020-09-12,4320874.2856
2745,003 Noble,2019-11-05,42.50723
2746,001 Elite,2021-05-19,182462.902105
2747,006 Nova,2020-05-08,20.244837
2748,012 Higienol,2020-08-06,15.539537
2749,001 Elite,2020-03-21,66.16063
2750,037 Cotidian,2020-11-09,277638.4832
2751,036 Ladysoft,2020-03-20,3458909.8768
2752,008 Babysec,2020-07-22,4313311.392
2753,012 Higienol,2021-04-01,4.30298
2754,008 Babysec,2020-01-18,5067005.078
2755,037 Cotidian,2021-05-14,145291.488
2756,036 Ladysoft,2021-05-12,5113543.5056
2757,037 Cotidian,2019-09-21,103553.3664
2758,012 Higienol,2020-02-11,14.747003
2759,006 Nova,2019-11-07,14.772542
2760,038 Ok Pet,2020-05-04,180.036
2761,003 Noble,2020-06-30,117.394815
2762,006 Nova,2020-05-11,23.193846
2763,036 Ladysoft,2019-09-16,4991493.8416
2764,001 Elite,2020-09-23,85.175544
2765,003 Noble,2021-01-08,63.109253
2766,012 Higienol,2021-04-07,10.83015
2767,008 Babysec,2020-01-15,4228999.7566
2768,036 Ladysoft,2020-03-17,5106844.0896
2769,037 Cotidian,2021-05-17,124497.888
2770,001 Elite,2020-03-18,104.9452
2771,003 Noble,2021-01-02,19.265969
2772,008 Babysec,2020-01-21,3704857.78
2773,038 Ok Pet,2021-06-23,31348.8
2774,037 Cotidian,2020-11-12,171963.9584
2775,006 Nova,2019-11-10,0.34814
2776,036 Ladysoft,2021-05-09,211009.0176
2777,006 Nova,2020-05-14,24.369687
2778,001 Elite,2020-09-20,1.130951
2779,003 Noble,2021-01-05,56.871256
2780,012 Higienol,2021-04-04,0.08429
2781,012 Higienol,2020-09-30,12.168174
2782,037 Cotidian,2019-09-18,160416.9472
2783,003 Noble,2020-07-03,64.481294
2784,036 Ladysoft,2020-03-23,3139111.224
2785,008 Babysec,2020-03-25,2257107.5134
2786,008 Babysec,2019-09-21,3017798.033
2787,037 Cotidian,2020-07-13,156138.0736
2788,036 Ladysoft,2020-11-13,4578344.4944
2789,006 Nova,2021-04-30,52.872814
2790,012 Higienol,2020-04-03,11.286013
2791,036 Ladysoft,2021-05-18,6307501.6544
2792,006 Nova,2020-09-10,38.660262
2793,003 Noble,2020-07-06,57.227706
2794,006 Nova,2020-03-05,21.205704
2795,012 Higienol,2020-10-03,9.847185
2796,008 Babysec,2021-05-14,5477812.2352
2797,003 Noble,2020-01-02,18.611268
2798,036 Ladysoft,2019-09-22,229224.616
2799,037 Cotidian,2021-01-09,308034.7072
2800,006 Nova,2020-03-11,25.063997
2801,037 Cotidian,2021-01-15,187757.3728
2802,001 Elite,2019-11-20,136.749947
2803,006 Nova,2019-09-07,12.165978
2804,008 Babysec,2019-09-18,4174020.7042
2805,037 Cotidian,2019-11-21,288228.3808
2806,036 Ladysoft,2020-11-10,6750089.3472
2807,012 Higienol,2020-10-09,12.798868
2808,008 Babysec,2020-03-22,49823.368
2809,001 Elite,2020-05-24,0.70321
2810,003 Noble,2020-01-05,0.881364
2811,036 Ladysoft,2021-05-15,6248568.2432
2812,008 Babysec,2021-05-17,5771298.8804
2813,001 Elite,2020-05-21,106.841201
2814,038 Ok Pet,2020-12-22,1200.96
2815,003 Noble,2020-07-09,54.513986
2816,006 Nova,2020-07-31,35.3248
2817,008 Babysec,2019-10-29,4268421.7462
2818,037 Cotidian,2020-11-11,250041.5904
2819,036 Ladysoft,2019-11-20,4965363.8992
2820,038 Ok Pet,2020-07-08,18270.054
2821,006 Nova,2020-07-28,7.629514
2822,012 Higienol,2021-02-25,9.893102
2823,001 Elite,2021-05-12,55316.280499
2824,006 Nova,2020-01-24,15.745715
2825,037 Cotidian,2020-05-09,184113.9712
2826,008 Babysec,2021-06-24,5357983.3488
2827,036 Ladysoft,2021-01-14,7484356.4128
2828,001 Elite,2020-03-20,83.427094
2829,008 Babysec,2019-11-01,828348.6968
2830,003 Noble,2020-09-09,55.755426
2831,001 Elite,2019-09-16,115.822217
2832,012 Higienol,2020-08-26,10.871502
2833,008 Babysec,2020-05-05,5288310.8212
2834,036 Ladysoft,2019-11-23,4875949.2448
2835,037 Cotidian,2019-11-08,187845.1072
2836,008 Babysec,2020-12-23,4901524.1314
2837,012 Higienol,2021-02-22,10.57633
2838,003 Noble,2020-03-07,46.194621
2839,037 Cotidian,2020-05-12,131879.76
2840,012 Higienol,2020-08-20,12.726777
2841,038 Ok Pet,2021-02-25,30812.796
2842,001 Elite,2021-05-15,203699.615783
2843,001 Elite,2020-11-10,46077.224404
2844,006 Nova,2020-01-27,14.20974
2845,012 Higienol,2020-08-29,12.979116
2846,036 Ladysoft,2020-07-15,5636170.704
2847,008 Babysec,2021-02-22,7285978.0398
2848,037 Cotidian,2020-07-15,131501.168
2849,006 Nova,2020-05-25,14.082802
2850,012 Higienol,2020-02-25,14.624774
2851,003 Noble,2021-05-02,0.051519
2852,008 Babysec,2021-02-28,551826.1932
2853,036 Ladysoft,2019-11-26,6145022.1872
2854,037 Cotidian,2020-01-11,165194.6656
2855,003 Noble,2020-09-12,62.698015
2856,003 Noble,2020-03-10,54.866526
2857,001 Elite,2021-01-13,76103.125677
2858,012 Higienol,2020-02-28,16.856336
2859,006 Nova,2020-11-27,28.542763
2860,008 Babysec,2020-01-04,3370465.1242
2861,006 Nova,2020-05-28,15.092738
2862,036 Ladysoft,2021-01-20,6514067.1392
2863,001 Elite,2019-11-22,104.066732
2864,036 Ladysoft,2020-07-18,5900647.712
2865,012 Higienol,2020-02-22,11.383754
2866,037 Cotidian,2020-01-08,230236.3264
2867,006 Nova,2020-11-30,50.589793
2868,006 Nova,2020-05-22,18.711333
2869,006 Nova,2019-11-24,0.407497
2870,001 Elite,2020-07-11,74.655575
2871,038 Ok Pet,2020-08-29,68760.018
2872,008 Babysec,2021-02-25,7843231.7656
2873,038 Ok Pet,2021-03-03,3823.92
2874,001 Elite,2021-01-10,8004.907548
2875,003 Noble,2020-03-13,91.512035
2876,003 Noble,2021-05-05,45.071038
2877,012 Higienol,2021-04-18,0.16844
2878,001 Elite,2019-11-19,118.493667
2879,036 Ladysoft,2021-01-17,145467.8928
2880,037 Cotidian,2021-03-04,148434.9088
2881,003 Noble,2019-09-09,47.260348
2882,008 Babysec,2020-06-29,4418617.1368
2883,012 Higienol,2021-04-24,10.820345
2884,003 Noble,2019-09-15,0.375089
2885,006 Nova,2021-01-18,34.782475
2886,008 Babysec,2020-07-05,152832.1072
2887,006 Nova,2019-11-27,14.825959
2888,036 Ladysoft,2020-07-21,6755811.4832
2889,003 Noble,2020-11-06,54.716207
2890,038 Ok Pet,2020-09-01,10800.0
2891,038 Ok Pet,2021-03-06,1452.924
2892,006 Nova,2020-05-31,0.078552
2893,012 Higienol,2020-10-20,11.70902
2894,001 Elite,2020-05-20,116.493658
2895,036 Ladysoft,2020-01-17,7487863.7904
2896,037 Cotidian,2021-01-11,272548.8128
2897,003 Noble,2021-05-08,50.218488
2898,001 Elite,2019-11-16,99.818257
2899,006 Nova,2019-11-30,15.470241
2900,003 Noble,2020-03-16,101.300585
2901,012 Higienol,2019-09-01,0.132577
2902,008 Babysec,2019-12-29,344512.0908
2903,037 Cotidian,2020-07-09,105823.6896
2904,003 Noble,2019-09-12,40.437354
2905,038 Ok Pet,2020-09-04,8984.898
2906,038 Ok Pet,2020-03-02,10052.01
2907,008 Babysec,2020-07-02,4635782.0946
2908,006 Nova,2021-01-21,33.705877
2909,012 Higienol,2021-04-21,11.879762
2910,037 Cotidian,2019-11-17,800.0
2911,012 Higienol,2021-04-27,13.391269
2912,003 Noble,2020-11-03,41.400867
2913,036 Ladysoft,2020-07-24,4905362.184
2914,001 Elite,2020-05-17,1.329184
2915,036 Ladysoft,2020-01-20,6051840.048
2916,003 Noble,2021-05-11,52.551185
2917,001 Elite,2019-11-13,108.457404
2918,037 Cotidian,2021-01-08,234758.8224
2919,008 Babysec,2020-01-01,35056.0
2920,037 Cotidian,2020-07-06,165587.5456
2921,008 Babysec,2020-03-02,2637040.5154
2922,001 Elite,2020-07-20,92.404908
2923,006 Nova,2021-05-23,0.479759
2924,038 Ok Pet,2020-09-07,12913.92
2925,003 Noble,2020-11-12,71.526808
2926,036 Ladysoft,2021-03-16,5699079.0432
2927,001 Elite,2021-03-09,143268.332976
2928,038 Ok Pet,2021-04-27,16891.938
2929,001 Elite,2020-01-22,115.018379
2930,036 Ladysoft,2020-09-14,6070039.952
2931,012 Higienol,2020-10-26,12.675742
2932,012 Higienol,2020-04-23,15.913984
2933,037 Cotidian,2020-09-08,115742.1248
2934,036 Ladysoft,2020-01-23,5847436.008
2935,008 Babysec,2021-04-24,5619439.7482
2936,006 Nova,2020-03-31,25.225355
2937,001 Elite,2020-01-16,111.592756
2938,003 Noble,2019-11-06,55.644547
2939,037 Cotidian,2021-03-13,224385.4816
2940,008 Babysec,2020-02-28,4552820.6094
2941,001 Elite,2021-03-12,122066.125042
2942,006 Nova,2021-05-20,38.17021
2943,003 Noble,2020-05-07,67.757289
2944,012 Higienol,2019-11-02,9.637732
2945,012 Higienol,2021-06-28,2.671631
2946,008 Babysec,2020-01-26,142674.4992
2947,003 Noble,2021-01-10,1.588435
2948,012 Higienol,2019-11-05,14.820271
2949,003 Noble,2020-07-08,56.622783
2950,006 Nova,2021-06-25,32.395111
2951,006 Nova,2019-11-05,10.05827
2952,008 Babysec,2020-07-30,5111103.8346
2953,001 Elite,2020-06-17,93.637828
2954,006 Nova,2019-10-30,13.051654
2955,037 Cotidian,2020-07-11,229505.3472
2956,036 Ladysoft,2021-04-24,5156361.3568
2957,001 Elite,2020-06-11,106.541871
2958,012 Higienol,2020-12-27,1.241632
2959,038 Ok Pet,2020-05-06,20401.92
2960,036 Ladysoft,2020-10-20,6676606.7104
2961,037 Cotidian,2020-01-04,219539.7408
2962,001 Elite,2019-12-11,125.51986
2963,037 Cotidian,2020-01-10,139838.8896
2964,008 Babysec,2020-01-23,5258874.5782
2965,036 Ladysoft,2019-09-01,75390.1104
2966,037 Cotidian,2021-02-28,7935.904
2967,006 Nova,2019-11-02,8.645993
2968,008 Babysec,2020-07-27,4917629.328
2969,003 Noble,2021-01-07,63.480147
2970,012 Higienol,2020-06-24,13.932031
2971,001 Elite,2020-06-14,1.212037
2972,006 Nova,2020-05-06,22.424145
2973,003 Noble,2021-01-13,67.720547
2974,036 Ladysoft,2021-04-21,5834794.4784
2975,003 Noble,2020-01-10,51.172557
2976,038 Ok Pet,2021-01-02,16140.96
2977,008 Babysec,2020-03-27,2707515.7892
2978,037 Cotidian,2019-09-10,191235.168
2979,037 Cotidian,2019-09-04,217537.1072
2980,003 Noble,2020-07-14,63.512808
2981,006 Nova,2020-02-29,19.97733
2982,008 Babysec,2020-09-29,6319752.7754
2983,012 Higienol,2019-12-27,16.493299
2984,037 Cotidian,2020-03-08,14592.0
2985,036 Ladysoft,2020-04-20,7446205.6512
2986,001 Elite,2020-02-10,101.925547
2987,001 Elite,2020-02-16,4.865263
2988,006 Nova,2020-03-03,15.43313
2989,012 Higienol,2020-06-27,8.761091
2990,037 Cotidian,2021-05-03,107062.336
2991,008 Babysec,2019-09-26,3516541.1116
2992,012 Higienol,2020-12-30,15.894094
2993,006 Nova,2021-04-25,0.235163
2994,003 Noble,2020-07-17,55.429139
2995,001 Elite,2021-04-06,201269.397737
2996,036 Ladysoft,2021-06-15,4910460.9808
2997,037 Cotidian,2019-09-07,192787.2448
2998,008 Babysec,2021-05-22,4485304.1636
2999,008 Babysec,2020-03-30,3727394.0434
3000,037 Cotidian,2020-03-11,212860.6368
3001,036 Ladysoft,2020-10-26,6931750.3968
3002,006 Nova,2020-03-06,18.543279
3003,001 Elite,2020-02-13,92.657118
3004,036 Ladysoft,2020-04-23,9175965.7952
3005,008 Babysec,2021-05-19,5192954.635
3006,012 Higienol,2020-06-30,12.886889
3007,037 Cotidian,2021-04-30,187078.912
3008,003 Noble,2020-07-11,55.5547
3009,038 Ok Pet,2020-12-30,207910.098
3010,006 Nova,2019-09-02,11.241967
3011,006 Nova,2021-04-28,28.851826
3012,001 Elite,2020-08-08,80.092516
3013,001 Elite,2020-08-14,82.923352
3014,003 Noble,2020-01-16,46.148903
3015,006 Nova,2020-10-24,19.74994
3016,012 Higienol,2020-01-02,7.375485
3017,038 Ok Pet,2020-07-06,6091.938
3018,012 Higienol,2021-02-23,13.263111
3019,037 Cotidian,2020-09-10,193953.232
3020,036 Ladysoft,2021-06-24,5972143.9488
3021,006 Nova,2020-10-30,34.302603
3022,008 Babysec,2021-03-28,125821.2286
3023,003 Noble,2020-01-19,0.968188
3024,008 Babysec,2020-09-23,5107429.2666
3025,012 Higienol,2020-07-03,9.359218
3026,036 Ladysoft,2019-10-23,5668654.5216
3027,003 Noble,2021-03-06,45.49605
3028,038 Ok Pet,2021-01-08,9599.04
3029,037 Cotidian,2020-09-04,155225.5008
3030,036 Ladysoft,2021-06-18,4808333.4
3031,001 Elite,2021-02-13,1019432.733939
3032,006 Nova,2019-09-05,11.294666
3033,036 Ladysoft,2019-10-29,6252070.7184
3034,008 Babysec,2020-03-24,2832771.1344
3035,038 Ok Pet,2021-01-05,14011.92
3036,001 Elite,2020-08-11,91.596732
3037,008 Babysec,2020-09-26,4987452.4914
3038,006 Nova,2021-05-01,0.968096
3039,012 Higienol,2019-12-30,15.703057
3040,038 Ok Pet,2020-07-03,12093.858
3041,003 Noble,2020-01-13,45.053335
3042,001 Elite,2020-02-07,104.154828
3043,006 Nova,2020-10-27,28.836055
3044,037 Cotidian,2020-03-05,88551.0208
3045,036 Ladysoft,2020-12-17,5421119.944
3046,008 Babysec,2020-09-20,71059.8584
3047,037 Cotidian,2020-09-07,143313.7472
3048,036 Ladysoft,2020-04-29,10610902.5568
3049,036 Ladysoft,2021-06-21,6688539.1136
3050,036 Ladysoft,2019-10-26,4550481.0608
3051,012 Higienol,2021-02-20,10.636284
3052,003 Noble,2021-03-09,55.669056
3053,006 Nova,2019-09-08,0.440366
3054,012 Higienol,2020-02-23,0.152641
3055,001 Elite,2020-04-11,76.627013
3056,003 Noble,2021-03-15,60.862473
3057,036 Ladysoft,2020-06-20,7085874.2928
3058,037 Cotidian,2020-05-05,311725.8848
3059,036 Ladysoft,2020-12-23,5249068.0432
3060,001 Elite,2020-10-14,102072.546286
3061,003 Noble,2020-09-10,59.761539
3062,008 Babysec,2020-11-26,5056680.784
3063,012 Higienol,2020-08-27,10.405882
3064,038 Ok Pet,2020-07-09,1380.996
3065,006 Nova,2021-02-23,33.03371
3066,008 Babysec,2020-05-24,11718.0
3067,012 Higienol,2021-03-01,8.403013
3068,037 Cotidian,2020-05-11,191617.072
3069,006 Nova,2021-03-01,18.034295
3070,001 Elite,2020-04-14,156.493795
3071,003 Noble,2021-03-12,55.866834
3072,012 Higienol,2021-05-19,9.183169
3073,037 Cotidian,2020-06-01,180172.1312
3074,008 Babysec,2021-04-28,6121462.706
3075,008 Babysec,2020-03-06,4098474.3419
3076,012 Higienol,2019-09-26,15.953267
3077,037 Cotidian,2019-11-28,87742.0992
3078,008 Babysec,2019-09-02,3351430.3052
3079,012 Higienol,2020-03-27,10.240244
3080,006 Nova,2019-09-23,12.668609
3081,006 Nova,2020-03-27,22.774553
3082,037 Cotidian,2020-06-04,141581.8144
3083,001 Elite,2020-11-07,40073.470626
3084,003 Noble,2021-02-22,52.8119
3085,012 Higienol,2021-05-22,7.667658
3086,008 Babysec,2020-09-05,4516849.576
3087,012 Higienol,2020-11-17,10.610388
3088,038 Ok Pet,2020-06-18,180.036
3089,037 Cotidian,2020-12-01,81347.872
3090,003 Noble,2020-08-20,67.610713
3091,008 Babysec,2020-03-03,3760276.5636
3092,003 Noble,2021-02-19,47.63028
3093,037 Cotidian,2020-05-29,172145.7632
3094,036 Ladysoft,2020-05-27,7495350.2384
3095,001 Elite,2020-05-05,111.824695
3096,036 Ladysoft,2019-10-08,2980601.28
3097,012 Higienol,2019-09-23,18.014951
3098,006 Nova,2021-05-16,0.554747
3099,001 Elite,2019-11-01,21.701477
3100,006 Nova,2020-03-30,25.133734
3101,036 Ladysoft,2021-06-03,5320875.2576
3102,038 Ok Pet,2020-12-18,86912.1
3103,006 Nova,2019-09-20,11.337329
3104,036 Ladysoft,2020-11-29,986646.0288
3105,012 Higienol,2020-11-14,10.065235
3106,001 Elite,2020-05-02,72.229456
3107,006 Nova,2020-03-24,19.069998
3108,003 Noble,2020-08-17,61.137573
3109,001 Elite,2020-11-04,56488.71406
3110,038 Ok Pet,2020-06-15,15030.018
3111,008 Babysec,2019-11-02,2301136.3912
3112,037 Cotidian,2020-01-28,140177.8848
3113,012 Higienol,2020-05-21,19.433769
3114,006 Nova,2020-07-24,30.11913
3115,001 Elite,2020-07-08,99.216394
3116,008 Babysec,2020-05-06,5084482.5852
3117,037 Cotidian,2020-08-01,148642.912
3118,036 Ladysoft,2020-06-05,6179372.4736
3119,001 Elite,2020-07-05,2.034548
