,Localidad,Fecha,Cantidad
1572,APURIMAC,2021-02-23,4935.63
1573,APURIMAC,2021-02-24,4650.34
1574,APURIMAC,2021-02-25,11546.12
1575,APURIMAC,2021-02-26,3191.13
1576,APURIMAC,2021-02-27,7755.92
1577,APURIMAC,2021-03-01,2691.15
1578,APURIMAC,2021-03-02,5051.03
1579,APURIMAC,2021-03-03,6354.22
1580,APURIMAC,2021-03-04,2036.7
1581,APURIMAC,2021-03-05,3737.8
1582,APURIMAC,2021-03-06,8883.88
1583,APURIMAC,2021-03-08,4074.85
1584,APURIMAC,2021-03-09,3734.43
1585,APURIMAC,2021-03-10,8466.28
1586,APURIMAC,2021-03-11,3786.63
1587,APURIMAC,2021-03-12,3366.33
1588,APURIMAC,2021-03-13,9574.65
1589,APURIMAC,2021-03-15,2547.96
1590,APURIMAC,2021-03-16,4726.54
1591,APURIMAC,2021-03-17,8403.28
1592,APURIMAC,2021-03-18,980.33
1593,APURIMAC,2021-03-19,1616.25
1594,APURIMAC,2021-03-20,13479.31
1595,APURIMAC,2021-03-22,3485.25
1596,APURIMAC,2021-03-23,5607.8
1597,APURIMAC,2021-03-24,5039.24
1598,APURIMAC,2021-03-25,1866.98
1599,APURIMAC,2021-03-26,2768.78
1600,APURIMAC,2021-03-27,9196.97
1601,APURIMAC,2021-03-29,4661.25
1602,APURIMAC,2021-03-30,5320.54
1603,APURIMAC,2021-03-31,7968.63
1604,APURIMAC,2021-04-01,2464.63
1605,APURIMAC,2021-04-02,3578.0
1606,APURIMAC,2021-04-05,2960.93
1607,APURIMAC,2021-04-06,11622.9
1608,APURIMAC,2021-04-07,3802.67
1609,APURIMAC,2021-04-08,3918.54
1610,APURIMAC,2021-04-09,2119.98
1611,APURIMAC,2021-04-10,6938.62
1612,APURIMAC,2021-04-12,2484.1
1613,APURIMAC,2021-04-13,4493.47
1614,APURIMAC,2021-04-14,3514.96
1615,APURIMAC,2021-04-15,11374.98
1616,APURIMAC,2021-04-16,4661.04
1617,APURIMAC,2021-04-17,3260.08
1618,APURIMAC,2021-04-19,4057.08
1619,APURIMAC,2021-04-20,1609.0
1620,APURIMAC,2021-04-21,14036.34
1621,APURIMAC,2021-04-22,5791.58
1622,APURIMAC,2021-04-23,8557.73
1623,APURIMAC,2021-04-24,19818.13
1624,APURIMAC,2021-04-26,1520.16
1625,APURIMAC,2021-04-27,6078.31
1626,APURIMAC,2021-04-28,4300.42
1627,APURIMAC,2021-04-29,3070.73
1628,APURIMAC,2021-04-30,2381.32
1629,APURIMAC,2021-05-03,2664.78
1630,APURIMAC,2021-05-04,3621.21
1631,APURIMAC,2021-05-05,4387.4
1632,APURIMAC,2021-05-06,4696.23
1633,APURIMAC,2021-05-07,1921.29
1634,APURIMAC,2021-05-08,6025.96
1635,APURIMAC,2021-05-10,2894.42
1636,APURIMAC,2021-05-11,7964.88
1637,APURIMAC,2021-05-12,2062.11
1638,APURIMAC,2021-05-13,4790.96
1639,APURIMAC,2021-05-14,4537.13
1640,APURIMAC,2021-05-15,3820.13
1641,APURIMAC,2021-05-17,2008.25
1642,APURIMAC,2021-05-18,6151.79
1643,APURIMAC,2021-05-19,3854.3
1644,APURIMAC,2021-05-20,5597.63
1645,APURIMAC,2021-05-21,4068.71
1646,APURIMAC,2021-05-22,9755.16
1647,APURIMAC,2021-05-24,7615.93
1648,APURIMAC,2021-05-25,4169.67
1649,APURIMAC,2021-05-26,6099.17
1650,APURIMAC,2021-05-27,4591.83
1651,APURIMAC,2021-05-28,2937.28
1652,APURIMAC,2021-05-29,11204.01
1653,APURIMAC,2021-05-31,8252.81
1654,APURIMAC,2021-06-01,7204.59
1655,APURIMAC,2021-06-02,4492.29
1656,APURIMAC,2021-06-03,3598.09
1657,APURIMAC,2021-06-04,2990.77
1658,APURIMAC,2021-06-05,3274.25
1659,APURIMAC,2021-06-07,3230.4
1660,APURIMAC,2021-06-08,12330.38
1661,APURIMAC,2021-06-09,5089.79
1662,APURIMAC,2021-06-10,21895.43
1663,APURIMAC,2021-06-11,2298.1
1664,APURIMAC,2021-06-12,3984.77
1665,APURIMAC,2021-06-14,5148.82
1666,APURIMAC,2021-06-15,2964.21
1667,APURIMAC,2021-06-16,4703.47
1668,APURIMAC,2021-06-17,3830.39
1669,APURIMAC,2021-06-18,4286.25
1670,APURIMAC,2021-06-19,3701.25
1671,APURIMAC,2021-06-21,1807.35
1672,APURIMAC,2021-06-22,3558.38
1673,APURIMAC,2021-06-23,3985.0
1674,APURIMAC,2021-06-24,2031.25
1675,APURIMAC,2021-06-25,4195.19
1676,APURIMAC,2021-06-26,7468.79
1677,AREQUIPA,2019-09-02,1733.15
1678,AREQUIPA,2019-09-03,3944.05
1679,AREQUIPA,2019-09-04,3520.8
1680,AREQUIPA,2019-09-05,4748.21
1681,AREQUIPA,2019-09-06,10818.51
1682,AREQUIPA,2019-09-07,5125.02
1683,AREQUIPA,2019-09-09,4277.4
1684,AREQUIPA,2019-09-10,7322.79
1685,AREQUIPA,2019-09-11,9366.02
1686,AREQUIPA,2019-09-12,7981.08
1687,AREQUIPA,2019-09-13,7935.62
1688,AREQUIPA,2019-09-14,11749.68
1689,AREQUIPA,2019-09-16,3889.74
1690,AREQUIPA,2019-09-17,6622.45
1691,AREQUIPA,2019-09-18,7124.14
1692,AREQUIPA,2019-09-19,4736.92
1693,AREQUIPA,2019-09-20,6955.06
1694,AREQUIPA,2019-09-21,4703.94
1695,AREQUIPA,2019-09-23,9878.9
1696,AREQUIPA,2019-09-24,6204.49
1697,AREQUIPA,2019-09-25,4442.52
1698,AREQUIPA,2019-09-26,6296.55
1699,AREQUIPA,2019-09-27,6734.31
1700,AREQUIPA,2019-09-28,5409.16
1701,AREQUIPA,2019-09-29,30.0
1702,AREQUIPA,2019-09-30,18029.97
1703,AREQUIPA,2019-10-01,1382.91
1704,AREQUIPA,2019-10-02,3746.75
1705,AREQUIPA,2019-10-03,2903.31
1706,AREQUIPA,2019-10-04,6959.37
1707,AREQUIPA,2019-10-05,5069.43
1708,AREQUIPA,2019-10-07,5100.45
1709,AREQUIPA,2019-10-08,2264.95
1710,AREQUIPA,2019-10-09,6310.62
1711,AREQUIPA,2019-10-10,6634.22
1712,AREQUIPA,2019-10-11,7172.63
1713,AREQUIPA,2019-10-12,6404.32
1714,AREQUIPA,2019-10-14,3476.9
1715,AREQUIPA,2019-10-15,11544.31
1716,AREQUIPA,2019-10-16,5812.74
1717,AREQUIPA,2019-10-17,5242.16
1718,AREQUIPA,2019-10-18,8976.01
1719,AREQUIPA,2019-10-19,4642.08
1720,AREQUIPA,2019-10-21,4845.12
1721,AREQUIPA,2019-10-22,10096.66
1722,AREQUIPA,2019-10-23,6170.15
1723,AREQUIPA,2019-10-24,6651.77
1724,AREQUIPA,2019-10-25,7498.17
1725,AREQUIPA,2019-10-26,8282.31
1726,AREQUIPA,2019-10-28,10461.79
1727,AREQUIPA,2019-10-29,8840.5
1728,AREQUIPA,2019-10-30,7731.86
1729,AREQUIPA,2019-10-31,19300.8
1730,AREQUIPA,2019-11-01,777.88
1731,AREQUIPA,2019-11-02,877.53
1732,AREQUIPA,2019-11-04,1760.81
1733,AREQUIPA,2019-11-05,4259.94
1734,AREQUIPA,2019-11-06,4812.61
1735,AREQUIPA,2019-11-07,5201.11
1736,AREQUIPA,2019-11-08,5525.07
1737,AREQUIPA,2019-11-09,4348.71
1738,AREQUIPA,2019-11-11,4782.22
1739,AREQUIPA,2019-11-12,6491.1
1740,AREQUIPA,2019-11-13,4638.49
1741,AREQUIPA,2019-11-14,2644.41
1742,AREQUIPA,2019-11-15,7456.96
1743,AREQUIPA,2019-11-16,4882.56
1744,AREQUIPA,2019-11-18,3204.4
1745,AREQUIPA,2019-11-19,7681.42
1746,AREQUIPA,2019-11-20,7072.94
1747,AREQUIPA,2019-11-21,7903.13
1748,AREQUIPA,2019-11-22,4826.19
1749,AREQUIPA,2019-11-23,4247.72
1750,AREQUIPA,2019-11-25,3397.93
1751,AREQUIPA,2019-11-26,5630.43
1752,AREQUIPA,2019-11-27,6483.98
1753,AREQUIPA,2019-11-28,7354.28
1754,AREQUIPA,2019-11-29,7242.74
1755,AREQUIPA,2019-11-30,12599.62
1756,AREQUIPA,2019-12-02,1612.56
1757,AREQUIPA,2019-12-03,3944.03
1758,AREQUIPA,2019-12-04,3633.77
1759,AREQUIPA,2019-12-05,5065.16
1760,AREQUIPA,2019-12-06,6876.37
1761,AREQUIPA,2019-12-07,7255.44
1762,AREQUIPA,2019-12-09,3475.33
1763,AREQUIPA,2019-12-10,8862.2
1764,AREQUIPA,2019-12-11,6349.26
1765,AREQUIPA,2019-12-12,5286.7
1766,AREQUIPA,2019-12-13,8560.27
1767,AREQUIPA,2019-12-14,4483.63
1768,AREQUIPA,2019-12-16,3188.21
1769,AREQUIPA,2019-12-17,6851.28
1770,AREQUIPA,2019-12-18,5840.5
1771,AREQUIPA,2019-12-19,7861.51
1772,AREQUIPA,2019-12-20,10214.07
1773,AREQUIPA,2019-12-21,5545.89
1774,AREQUIPA,2019-12-23,4938.25
1775,AREQUIPA,2019-12-24,6408.34
1776,AREQUIPA,2019-12-26,5345.59
1777,AREQUIPA,2019-12-27,7868.71
1778,AREQUIPA,2019-12-28,8022.44
1779,AREQUIPA,2019-12-30,7767.51
1780,AREQUIPA,2019-12-31,16721.22
1781,AREQUIPA,2020-01-02,1751.86
1782,AREQUIPA,2020-01-03,3106.08
1783,AREQUIPA,2020-01-04,2750.0
1784,AREQUIPA,2020-01-06,1812.4
1785,AREQUIPA,2020-01-07,3544.66
1786,AREQUIPA,2020-01-08,9143.24
1787,AREQUIPA,2020-01-09,8650.65
1788,AREQUIPA,2020-01-10,8819.86
1789,AREQUIPA,2020-01-11,7585.72
1790,AREQUIPA,2020-01-13,5791.27
1791,AREQUIPA,2020-01-14,9897.71
1792,AREQUIPA,2020-01-15,6750.81
1793,AREQUIPA,2020-01-16,11569.18
1794,AREQUIPA,2020-01-17,7805.35
1795,AREQUIPA,2020-01-18,6486.58
1796,AREQUIPA,2020-01-20,5823.8
1797,AREQUIPA,2020-01-21,11057.88
1798,AREQUIPA,2020-01-22,13748.76
1799,AREQUIPA,2020-01-23,6112.93
1800,AREQUIPA,2020-01-24,6232.79
1801,AREQUIPA,2020-01-25,10831.88
1802,AREQUIPA,2020-01-27,7808.77
1803,AREQUIPA,2020-01-28,7966.83
1804,AREQUIPA,2020-01-29,10973.46
1805,AREQUIPA,2020-01-30,5298.64
1806,AREQUIPA,2020-01-31,16282.0
1807,AREQUIPA,2020-02-01,1636.91
1808,AREQUIPA,2020-02-03,12845.69
1809,AREQUIPA,2020-02-04,9075.51
1810,AREQUIPA,2020-02-05,6043.47
1811,AREQUIPA,2020-02-06,5817.1
1812,AREQUIPA,2020-02-07,12291.41
1813,AREQUIPA,2020-02-08,7122.0
1814,AREQUIPA,2020-02-10,7300.39
1815,AREQUIPA,2020-02-11,5420.17
1816,AREQUIPA,2020-02-12,5783.98
1817,AREQUIPA,2020-02-13,4762.87
1818,AREQUIPA,2020-02-14,6877.33
1819,AREQUIPA,2020-02-15,4633.96
1820,AREQUIPA,2020-02-17,4115.07
1821,AREQUIPA,2020-02-18,6162.72
1822,AREQUIPA,2020-02-19,5287.86
1823,AREQUIPA,2020-02-20,7352.84
1824,AREQUIPA,2020-02-21,5204.98
1825,AREQUIPA,2020-02-22,6188.87
1826,AREQUIPA,2020-02-24,8764.01
1827,AREQUIPA,2020-02-25,6520.79
1828,AREQUIPA,2020-02-26,5345.95
1829,AREQUIPA,2020-02-27,7184.38
1830,AREQUIPA,2020-02-28,13591.45
1831,AREQUIPA,2020-02-29,17560.59
1832,AREQUIPA,2020-03-02,1737.18
1833,AREQUIPA,2020-03-03,7764.62
1834,AREQUIPA,2020-03-04,3486.88
1835,AREQUIPA,2020-03-05,7433.87
1836,AREQUIPA,2020-03-06,10008.28
1837,AREQUIPA,2020-03-07,6643.44
1838,AREQUIPA,2020-03-09,5265.74
1839,AREQUIPA,2020-03-10,8213.52
1840,AREQUIPA,2020-03-11,10621.9
1841,AREQUIPA,2020-03-12,11269.98
1842,AREQUIPA,2020-03-13,16747.19
1843,AREQUIPA,2020-03-14,9541.37
1844,AREQUIPA,2020-03-16,7286.26
1845,AREQUIPA,2020-03-17,6854.71
1846,AREQUIPA,2020-03-18,6749.95
1847,AREQUIPA,2020-03-19,1548.35
1848,AREQUIPA,2020-03-20,9769.99
1849,AREQUIPA,2020-03-21,11697.52
1850,AREQUIPA,2020-03-23,3306.29
1851,AREQUIPA,2020-03-24,5732.25
1852,AREQUIPA,2020-03-25,8098.08
1853,AREQUIPA,2020-03-26,7240.8
1854,AREQUIPA,2020-03-27,5231.93
1855,AREQUIPA,2020-03-28,5814.43
1856,AREQUIPA,2020-03-30,6052.43
1857,AREQUIPA,2020-03-31,13318.51
1858,AREQUIPA,2020-04-01,4160.77
1859,AREQUIPA,2020-04-02,5136.32
1860,AREQUIPA,2020-04-03,5760.02
1861,AREQUIPA,2020-04-04,7205.74
1862,AREQUIPA,2020-04-06,4631.61
1863,AREQUIPA,2020-04-07,7990.05
1864,AREQUIPA,2020-04-08,6235.35
1865,AREQUIPA,2020-04-11,8180.93
1866,AREQUIPA,2020-04-13,6792.49
1867,AREQUIPA,2020-04-14,5445.26
1868,AREQUIPA,2020-04-15,9748.05
1869,AREQUIPA,2020-04-16,5976.83
1870,AREQUIPA,2020-04-17,10303.5
1871,AREQUIPA,2020-04-18,7294.09
1872,AREQUIPA,2020-04-20,5512.59
1873,AREQUIPA,2020-04-21,5083.69
1874,AREQUIPA,2020-04-22,5432.94
1875,AREQUIPA,2020-04-23,4619.93
1876,AREQUIPA,2020-04-24,13946.32
1877,AREQUIPA,2020-04-25,3888.68
1878,AREQUIPA,2020-04-27,3304.75
1879,AREQUIPA,2020-04-28,8419.36
1880,AREQUIPA,2020-04-29,5570.28
1881,AREQUIPA,2020-04-30,8589.28
1882,AREQUIPA,2020-05-02,4012.48
1883,AREQUIPA,2020-05-04,3379.7
1884,AREQUIPA,2020-05-05,2838.42
1885,AREQUIPA,2020-05-06,8841.8
1886,AREQUIPA,2020-05-07,4509.75
1887,AREQUIPA,2020-05-08,5782.87
1888,AREQUIPA,2020-05-09,3889.66
1889,AREQUIPA,2020-05-11,4457.78
1890,AREQUIPA,2020-05-12,4776.12
1891,AREQUIPA,2020-05-13,4066.05
1892,AREQUIPA,2020-05-14,8186.73
1893,AREQUIPA,2020-05-15,10192.78
1894,AREQUIPA,2020-05-16,7552.43
1895,AREQUIPA,2020-05-18,11337.1
1896,AREQUIPA,2020-05-19,5810.12
1897,AREQUIPA,2020-05-20,11230.29
1898,AREQUIPA,2020-05-21,5771.37
1899,AREQUIPA,2020-05-22,9422.08
1900,AREQUIPA,2020-05-23,3684.23
1901,AREQUIPA,2020-05-25,9018.8
1902,AREQUIPA,2020-05-26,6558.99
1903,AREQUIPA,2020-05-27,5419.85
1904,AREQUIPA,2020-05-28,6362.83
1905,AREQUIPA,2020-05-29,6414.26
1906,AREQUIPA,2020-05-30,14011.93
1907,AREQUIPA,2020-06-01,4084.49
1908,AREQUIPA,2020-06-02,3903.59
1909,AREQUIPA,2020-06-03,4207.24
1910,AREQUIPA,2020-06-04,3596.5
1911,AREQUIPA,2020-06-05,6290.94
1912,AREQUIPA,2020-06-06,5881.47
1913,AREQUIPA,2020-06-08,6924.1
1914,AREQUIPA,2020-06-09,4699.74
1915,AREQUIPA,2020-06-10,3911.86
1916,AREQUIPA,2020-06-11,3937.61
1917,AREQUIPA,2020-06-12,7258.83
1918,AREQUIPA,2020-06-13,5258.52
1919,AREQUIPA,2020-06-15,4074.79
1920,AREQUIPA,2020-06-16,6383.13
1921,AREQUIPA,2020-06-17,6618.76
1922,AREQUIPA,2020-06-18,4381.87
1923,AREQUIPA,2020-06-19,6445.5
1924,AREQUIPA,2020-06-20,4660.28
1925,AREQUIPA,2020-06-22,5438.28
1926,AREQUIPA,2020-06-23,3530.14
1927,AREQUIPA,2020-06-24,7970.51
1928,AREQUIPA,2020-06-25,4666.99
1929,AREQUIPA,2020-06-26,7763.59
1930,AREQUIPA,2020-06-27,5319.64
1931,AREQUIPA,2020-06-29,5129.31
1932,AREQUIPA,2020-06-30,7547.01
1933,AREQUIPA,2020-07-01,4038.95
1934,AREQUIPA,2020-07-02,3556.22
1935,AREQUIPA,2020-07-03,5747.32
1936,AREQUIPA,2020-07-04,8199.7
1937,AREQUIPA,2020-07-06,5583.57
1938,AREQUIPA,2020-07-07,11515.3
1939,AREQUIPA,2020-07-08,4287.85
1940,AREQUIPA,2020-07-09,3996.52
1941,AREQUIPA,2020-07-10,6152.67
1942,AREQUIPA,2020-07-11,4052.83
1943,AREQUIPA,2020-07-13,3788.91
1944,AREQUIPA,2020-07-14,3789.81
1945,AREQUIPA,2020-07-15,4108.99
1946,AREQUIPA,2020-07-16,6034.37
1947,AREQUIPA,2020-07-17,5379.46
1948,AREQUIPA,2020-07-18,4400.06
1949,AREQUIPA,2020-07-20,3861.5
1950,AREQUIPA,2020-07-21,4914.11
1951,AREQUIPA,2020-07-22,5713.39
1952,AREQUIPA,2020-07-23,7086.56
1953,AREQUIPA,2020-07-24,5609.47
1954,AREQUIPA,2020-07-25,4589.2
1955,AREQUIPA,2020-07-27,5772.83
1956,AREQUIPA,2020-07-29,1961.94
1957,AREQUIPA,2020-07-30,5901.58
1958,AREQUIPA,2020-07-31,16219.55
1959,AREQUIPA,2020-08-01,2973.69
1960,AREQUIPA,2020-08-03,3408.45
1961,AREQUIPA,2020-08-04,3516.73
1962,AREQUIPA,2020-08-05,4030.7
1963,AREQUIPA,2020-08-06,7184.24
1964,AREQUIPA,2020-08-07,5804.75
1965,AREQUIPA,2020-08-08,5180.45
1966,AREQUIPA,2020-08-10,5506.11
1967,AREQUIPA,2020-08-11,4136.4
1968,AREQUIPA,2020-08-12,5594.41
1969,AREQUIPA,2020-08-13,4944.21
1970,AREQUIPA,2020-08-14,5591.22
1971,AREQUIPA,2020-08-17,6769.03
1972,AREQUIPA,2020-08-18,3878.86
1973,AREQUIPA,2020-08-19,5280.02
1974,AREQUIPA,2020-08-20,8319.87
1975,AREQUIPA,2020-08-21,6957.99
1976,AREQUIPA,2020-08-22,6474.04
1977,AREQUIPA,2020-08-24,6138.71
1978,AREQUIPA,2020-08-25,3909.88
1979,AREQUIPA,2020-08-26,6179.66
1980,AREQUIPA,2020-08-27,6301.61
1981,AREQUIPA,2020-08-28,4207.29
1982,AREQUIPA,2020-08-29,6288.54
1983,AREQUIPA,2020-08-31,10217.22
1984,AREQUIPA,2020-09-01,2903.79
1985,AREQUIPA,2020-09-02,6114.51
1986,AREQUIPA,2020-09-03,4938.36
1987,AREQUIPA,2020-09-04,4858.87
1988,AREQUIPA,2020-09-05,7475.77
1989,AREQUIPA,2020-09-07,4591.11
1990,AREQUIPA,2020-09-08,4646.39
1991,AREQUIPA,2020-09-09,5035.63
1992,AREQUIPA,2020-09-10,6205.12
1993,AREQUIPA,2020-09-11,6026.62
1994,AREQUIPA,2020-09-12,4169.08
1995,AREQUIPA,2020-09-14,6076.87
1996,AREQUIPA,2020-09-15,3944.36
1997,AREQUIPA,2020-09-16,5991.52
1998,AREQUIPA,2020-09-17,3379.27
1999,AREQUIPA,2020-09-18,4082.65
2000,AREQUIPA,2020-09-19,5990.41
2001,AREQUIPA,2020-09-21,5476.21
2002,AREQUIPA,2020-09-22,3288.33
2003,AREQUIPA,2020-09-23,5976.06
2004,AREQUIPA,2020-09-24,4949.55
2005,AREQUIPA,2020-09-25,3871.02
2006,AREQUIPA,2020-09-26,2553.15
2007,AREQUIPA,2020-09-28,5299.29
2008,AREQUIPA,2020-09-29,5862.73
2009,AREQUIPA,2020-09-30,9969.76
2010,AREQUIPA,2020-10-01,1771.72
2011,AREQUIPA,2020-10-02,2033.44
2012,AREQUIPA,2020-10-03,3588.55
2013,AREQUIPA,2020-10-05,6176.53
2014,AREQUIPA,2020-10-06,3698.44
2015,AREQUIPA,2020-10-07,5430.55
2016,AREQUIPA,2020-10-08,4698.84
2017,AREQUIPA,2020-10-09,4323.82
2018,AREQUIPA,2020-10-10,5723.89
2019,AREQUIPA,2020-10-12,3473.62
2020,AREQUIPA,2020-10-13,3463.81
2021,AREQUIPA,2020-10-14,5091.27
2022,AREQUIPA,2020-10-15,2784.27
2023,AREQUIPA,2020-10-16,6238.01
2024,AREQUIPA,2020-10-17,3862.52
2025,AREQUIPA,2020-10-19,3906.53
2026,AREQUIPA,2020-10-20,4418.97
2027,AREQUIPA,2020-10-21,4011.02
2028,AREQUIPA,2020-10-22,4367.01
2029,AREQUIPA,2020-10-23,3797.28
2030,AREQUIPA,2020-10-24,4249.08
2031,AREQUIPA,2020-10-26,3793.01
2032,AREQUIPA,2020-10-27,5689.5
2033,AREQUIPA,2020-10-28,6191.86
2034,AREQUIPA,2020-10-29,3331.05
2035,AREQUIPA,2020-10-30,4964.25
2036,AREQUIPA,2020-10-31,9998.71
2037,AREQUIPA,2020-11-02,1354.07
2038,AREQUIPA,2020-11-03,1784.94
2039,AREQUIPA,2020-11-04,3558.43
2040,AREQUIPA,2020-11-05,3526.37
2041,AREQUIPA,2020-11-06,5557.59
2042,AREQUIPA,2020-11-07,3649.26
2043,AREQUIPA,2020-11-09,3321.55
2044,AREQUIPA,2020-11-10,4267.39
2045,AREQUIPA,2020-11-11,3407.6
2046,AREQUIPA,2020-11-12,4998.65
2047,AREQUIPA,2020-11-13,4913.4
2048,AREQUIPA,2020-11-14,6696.31
2049,AREQUIPA,2020-11-16,7272.63
2050,AREQUIPA,2020-11-17,6133.74
2051,AREQUIPA,2020-11-18,9875.1
2052,AREQUIPA,2020-11-19,3368.62
2053,AREQUIPA,2020-11-20,4000.8
2054,AREQUIPA,2020-11-21,3659.96
2055,AREQUIPA,2020-11-23,3687.47
2056,AREQUIPA,2020-11-24,6671.11
2057,AREQUIPA,2020-11-25,4584.76
2058,AREQUIPA,2020-11-26,2979.21
2059,AREQUIPA,2020-11-27,5840.09
2060,AREQUIPA,2020-11-28,7159.48
2061,AREQUIPA,2020-11-30,8342.46
2062,AREQUIPA,2020-12-01,2613.79
2063,AREQUIPA,2020-12-02,4281.07
2064,AREQUIPA,2020-12-03,2591.11
2065,AREQUIPA,2020-12-04,5044.82
2066,AREQUIPA,2020-12-05,4998.7
2067,AREQUIPA,2020-12-07,4451.72
2068,AREQUIPA,2020-12-08,5802.81
2069,AREQUIPA,2020-12-09,3646.38
2070,AREQUIPA,2020-12-10,5730.31
2071,AREQUIPA,2020-12-11,3689.84
2072,AREQUIPA,2020-12-12,5701.53
2073,AREQUIPA,2020-12-14,8241.1
2074,AREQUIPA,2020-12-15,5723.64
2075,AREQUIPA,2020-12-16,7092.65
2076,AREQUIPA,2020-12-17,4923.79
2077,AREQUIPA,2020-12-18,6561.75
2078,AREQUIPA,2020-12-19,7289.16
2079,AREQUIPA,2020-12-21,6100.73
2080,AREQUIPA,2020-12-22,5006.23
2081,AREQUIPA,2020-12-23,6512.33
2082,AREQUIPA,2020-12-24,3190.11
2083,AREQUIPA,2020-12-26,4613.6
2084,AREQUIPA,2020-12-28,9033.29
2085,AREQUIPA,2020-12-29,8197.6
2086,AREQUIPA,2020-12-30,10215.09
2087,AREQUIPA,2020-12-31,1955.25
2088,AREQUIPA,2021-01-02,2658.59
2089,AREQUIPA,2021-01-04,1841.37
2090,AREQUIPA,2021-01-05,2764.94
2091,AREQUIPA,2021-01-06,6171.44
2092,AREQUIPA,2021-01-07,8141.09
2093,AREQUIPA,2021-01-08,5685.42
2094,AREQUIPA,2021-01-09,8094.41
2095,AREQUIPA,2021-01-11,7192.57
2096,AREQUIPA,2021-01-12,5701.94
2097,AREQUIPA,2021-01-13,5959.51
2098,AREQUIPA,2021-01-14,6306.11
2099,AREQUIPA,2021-01-15,4724.23
2100,AREQUIPA,2021-01-16,6704.23
2101,AREQUIPA,2021-01-18,5651.92
2102,AREQUIPA,2021-01-19,3644.81
2103,AREQUIPA,2021-01-20,5691.48
2104,AREQUIPA,2021-01-21,6609.15
2105,AREQUIPA,2021-01-22,5095.28
2106,AREQUIPA,2021-01-23,4656.37
2107,AREQUIPA,2021-01-25,6368.06
2108,AREQUIPA,2021-01-26,6379.09
2109,AREQUIPA,2021-01-27,8250.13
2110,AREQUIPA,2021-01-28,5419.29
2111,AREQUIPA,2021-01-29,9399.3
2112,AREQUIPA,2021-01-30,15622.83
2113,AREQUIPA,2021-02-01,1674.41
2114,AREQUIPA,2021-02-02,4589.93
2115,AREQUIPA,2021-02-03,5830.39
2116,AREQUIPA,2021-02-04,4617.42
2117,AREQUIPA,2021-02-05,5052.28
2118,AREQUIPA,2021-02-06,4661.7
2119,AREQUIPA,2021-02-08,4993.97
2120,AREQUIPA,2021-02-09,4720.85
2121,AREQUIPA,2021-02-10,5039.56
2122,AREQUIPA,2021-02-11,5822.1
2123,AREQUIPA,2021-02-12,4538.74
2124,AREQUIPA,2021-02-13,5206.06
2125,AREQUIPA,2021-02-15,7108.02
2126,AREQUIPA,2021-02-16,4628.88
2127,AREQUIPA,2021-02-17,4260.24
2128,AREQUIPA,2021-02-18,6707.48
2129,AREQUIPA,2021-02-19,4271.18
2130,AREQUIPA,2021-02-20,4909.12
2131,AREQUIPA,2021-02-22,4034.37
2132,AREQUIPA,2021-02-23,5560.54
2133,AREQUIPA,2021-02-24,4602.6
2134,AREQUIPA,2021-02-25,10078.17
2135,AREQUIPA,2021-02-26,6083.96
2136,AREQUIPA,2021-02-27,8379.25
2137,AREQUIPA,2021-03-01,1932.28
2138,AREQUIPA,2021-03-02,3083.5
2139,AREQUIPA,2021-03-03,3696.79
2140,AREQUIPA,2021-03-04,5428.67
2141,AREQUIPA,2021-03-05,5351.7
2142,AREQUIPA,2021-03-06,5463.8
2143,AREQUIPA,2021-03-08,2771.5
2144,AREQUIPA,2021-03-09,5032.43
2145,AREQUIPA,2021-03-10,4909.07
2146,AREQUIPA,2021-03-11,6497.78
2147,AREQUIPA,2021-03-12,5508.69
2148,AREQUIPA,2021-03-13,4472.22
2149,AREQUIPA,2021-03-14,120.62
2150,AREQUIPA,2021-03-15,8280.57
2151,AREQUIPA,2021-03-16,5843.42
2152,AREQUIPA,2021-03-17,4161.82
2153,AREQUIPA,2021-03-18,3859.02
2154,AREQUIPA,2021-03-19,3593.46
2155,AREQUIPA,2021-03-20,4703.17
2156,AREQUIPA,2021-03-21,615.25
2157,AREQUIPA,2021-03-22,5190.78
2158,AREQUIPA,2021-03-23,6763.4
2159,AREQUIPA,2021-03-24,4769.43
2160,AREQUIPA,2021-03-25,3911.6
2161,AREQUIPA,2021-03-26,6256.89
2162,AREQUIPA,2021-03-27,4867.7
2163,AREQUIPA,2021-03-29,7271.18
2164,AREQUIPA,2021-03-30,6918.76
2165,AREQUIPA,2021-03-31,12684.22
2166,AREQUIPA,2021-04-01,1459.09
2167,AREQUIPA,2021-04-03,1627.92
2168,AREQUIPA,2021-04-05,2868.05
2169,AREQUIPA,2021-04-06,4070.26
2170,AREQUIPA,2021-04-07,6346.37
2171,AREQUIPA,2021-04-08,6089.48
2172,AREQUIPA,2021-04-09,8605.1
2173,AREQUIPA,2021-04-10,4512.66
2174,AREQUIPA,2021-04-12,5700.4
2175,AREQUIPA,2021-04-13,4355.48
2176,AREQUIPA,2021-04-14,4999.05
2177,AREQUIPA,2021-04-15,5452.59
2178,AREQUIPA,2021-04-16,4923.54
2179,AREQUIPA,2021-04-17,5270.93
2180,AREQUIPA,2021-04-19,4510.31
2181,AREQUIPA,2021-04-20,4856.38
2182,AREQUIPA,2021-04-21,3662.34
2183,AREQUIPA,2021-04-22,5055.39
