,Localidad,Fecha,Soles
1823,AREQUIPA,2020-02-20,218694.42
1824,AREQUIPA,2020-02-21,130175.77
1825,AREQUIPA,2020-02-22,174641.78
1826,AREQUIPA,2020-02-24,222546.51
1827,AREQUIPA,2020-02-25,190735.09
1828,AREQUIPA,2020-02-26,137057.83
1829,AREQUIPA,2020-02-27,192303.11
1830,AREQUIPA,2020-02-28,393157.69
1831,AREQUIPA,2020-02-29,573040.85
1832,AREQUIPA,2020-03-02,54382.26
1833,AREQUIPA,2020-03-03,240608.82
1834,AREQUIPA,2020-03-04,88014.47
1835,AREQUIPA,2020-03-05,185627.8
1836,AREQUIPA,2020-03-06,275970.22
1837,AREQUIPA,2020-03-07,153809.0
1838,AREQUIPA,2020-03-09,140413.0
1839,AREQUIPA,2020-03-10,182934.18
1840,AREQUIPA,2020-03-11,222111.26
1841,AREQUIPA,2020-03-12,255062.6
1842,AREQUIPA,2020-03-13,348327.08
1843,AREQUIPA,2020-03-14,201118.65
1844,AREQUIPA,2020-03-16,192335.87
1845,AREQUIPA,2020-03-17,140622.78
1846,AREQUIPA,2020-03-18,192509.84
1847,AREQUIPA,2020-03-19,60762.25
1848,AREQUIPA,2020-03-20,280020.66
1849,AREQUIPA,2020-03-21,266980.92
1850,AREQUIPA,2020-03-23,107734.25
1851,AREQUIPA,2020-03-24,126160.37
1852,AREQUIPA,2020-03-25,226081.04
1853,AREQUIPA,2020-03-26,186758.13
1854,AREQUIPA,2020-03-27,166013.78
1855,AREQUIPA,2020-03-28,177603.24
1856,AREQUIPA,2020-03-30,245605.08
1857,AREQUIPA,2020-03-31,336688.67
1858,AREQUIPA,2020-04-01,118746.51
1859,AREQUIPA,2020-04-02,168709.95
1860,AREQUIPA,2020-04-03,176359.64
1861,AREQUIPA,2020-04-04,253157.64
1862,AREQUIPA,2020-04-06,167886.51
1863,AREQUIPA,2020-04-07,197116.98
1864,AREQUIPA,2020-04-08,159555.74
1865,AREQUIPA,2020-04-11,260962.25
1866,AREQUIPA,2020-04-13,173566.28
1867,AREQUIPA,2020-04-14,183637.98
1868,AREQUIPA,2020-04-15,266946.97
1869,AREQUIPA,2020-04-16,164984.85
1870,AREQUIPA,2020-04-17,309963.9
1871,AREQUIPA,2020-04-18,230743.59
1872,AREQUIPA,2020-04-20,151661.84
1873,AREQUIPA,2020-04-21,168785.27
1874,AREQUIPA,2020-04-22,151453.7
1875,AREQUIPA,2020-04-23,108707.94
1876,AREQUIPA,2020-04-24,439875.5
1877,AREQUIPA,2020-04-25,149743.0
1878,AREQUIPA,2020-04-27,99845.24
1879,AREQUIPA,2020-04-28,249380.36
1880,AREQUIPA,2020-04-29,199306.13
1881,AREQUIPA,2020-04-30,300038.89
1882,AREQUIPA,2020-05-02,136413.89
1883,AREQUIPA,2020-05-04,99384.71
1884,AREQUIPA,2020-05-05,91600.46
1885,AREQUIPA,2020-05-06,255133.15
1886,AREQUIPA,2020-05-07,163072.12
1887,AREQUIPA,2020-05-08,189665.0
1888,AREQUIPA,2020-05-09,130102.98
1889,AREQUIPA,2020-05-11,154048.21
1890,AREQUIPA,2020-05-12,156541.29
1891,AREQUIPA,2020-05-13,144195.19
1892,AREQUIPA,2020-05-14,205365.6
1893,AREQUIPA,2020-05-15,348284.07
1894,AREQUIPA,2020-05-16,324474.53
1895,AREQUIPA,2020-05-18,400792.87
1896,AREQUIPA,2020-05-19,180899.71
1897,AREQUIPA,2020-05-20,349270.49
1898,AREQUIPA,2020-05-21,169261.03
1899,AREQUIPA,2020-05-22,258937.94
1900,AREQUIPA,2020-05-23,123344.83
1901,AREQUIPA,2020-05-25,278545.82
1902,AREQUIPA,2020-05-26,235839.95
1903,AREQUIPA,2020-05-27,163777.41
1904,AREQUIPA,2020-05-28,203042.51
1905,AREQUIPA,2020-05-29,248391.93
1906,AREQUIPA,2020-05-30,466642.21
1907,AREQUIPA,2020-06-01,138239.34
1908,AREQUIPA,2020-06-02,110683.36
1909,AREQUIPA,2020-06-03,138859.81
1910,AREQUIPA,2020-06-04,100956.87
1911,AREQUIPA,2020-06-05,190281.57
1912,AREQUIPA,2020-06-06,175952.29
1913,AREQUIPA,2020-06-08,221226.8
1914,AREQUIPA,2020-06-09,146326.4
1915,AREQUIPA,2020-06-10,128927.04
1916,AREQUIPA,2020-06-11,117522.67
1917,AREQUIPA,2020-06-12,233794.33
1918,AREQUIPA,2020-06-13,154905.5
1919,AREQUIPA,2020-06-15,143395.36
1920,AREQUIPA,2020-06-16,173396.22
1921,AREQUIPA,2020-06-17,204209.4
1922,AREQUIPA,2020-06-18,112414.65
1923,AREQUIPA,2020-06-19,170017.73
1924,AREQUIPA,2020-06-20,159754.24
1925,AREQUIPA,2020-06-22,182036.0
1926,AREQUIPA,2020-06-23,107930.35
1927,AREQUIPA,2020-06-24,210048.2
1928,AREQUIPA,2020-06-25,131365.74
1929,AREQUIPA,2020-06-26,217179.06
1930,AREQUIPA,2020-06-27,189434.97
1931,AREQUIPA,2020-06-29,197803.99
1932,AREQUIPA,2020-06-30,259337.64
1933,AREQUIPA,2020-07-01,126229.93
1934,AREQUIPA,2020-07-02,108827.64
1935,AREQUIPA,2020-07-03,162509.41
1936,AREQUIPA,2020-07-04,260729.73
1937,AREQUIPA,2020-07-06,183847.85
1938,AREQUIPA,2020-07-07,329233.53
1939,AREQUIPA,2020-07-08,159679.74
1940,AREQUIPA,2020-07-09,120088.3
1941,AREQUIPA,2020-07-10,191949.42
1942,AREQUIPA,2020-07-11,142865.77
1943,AREQUIPA,2020-07-13,122251.61
1944,AREQUIPA,2020-07-14,123144.94
1945,AREQUIPA,2020-07-15,140833.64
1946,AREQUIPA,2020-07-16,184128.13
1947,AREQUIPA,2020-07-17,200657.73
1948,AREQUIPA,2020-07-18,144345.7
1949,AREQUIPA,2020-07-20,130506.65
1950,AREQUIPA,2020-07-21,146595.74
1951,AREQUIPA,2020-07-22,179630.81
1952,AREQUIPA,2020-07-23,182039.66
1953,AREQUIPA,2020-07-24,236103.25
1954,AREQUIPA,2020-07-25,149597.96
1955,AREQUIPA,2020-07-27,164770.13
1956,AREQUIPA,2020-07-29,85998.01
1957,AREQUIPA,2020-07-30,181906.13
1958,AREQUIPA,2020-07-31,574804.78
1959,AREQUIPA,2020-08-01,93078.79
1960,AREQUIPA,2020-08-03,125656.2
1961,AREQUIPA,2020-08-04,102809.83
1962,AREQUIPA,2020-08-05,120100.13
1963,AREQUIPA,2020-08-06,168414.34
1964,AREQUIPA,2020-08-07,179574.67
1965,AREQUIPA,2020-08-08,138115.14
1966,AREQUIPA,2020-08-10,165729.69
1967,AREQUIPA,2020-08-11,95693.43
1968,AREQUIPA,2020-08-12,156008.99
1969,AREQUIPA,2020-08-13,179553.72
1970,AREQUIPA,2020-08-14,197977.71
1971,AREQUIPA,2020-08-17,182202.64
1972,AREQUIPA,2020-08-18,133958.36
1973,AREQUIPA,2020-08-19,177431.34
1974,AREQUIPA,2020-08-20,204196.03
1975,AREQUIPA,2020-08-21,221227.95
1976,AREQUIPA,2020-08-22,178149.06
1977,AREQUIPA,2020-08-24,163809.1
1978,AREQUIPA,2020-08-25,115718.74
1979,AREQUIPA,2020-08-26,204793.28
1980,AREQUIPA,2020-08-27,203287.32
1981,AREQUIPA,2020-08-28,144200.21
1982,AREQUIPA,2020-08-29,197932.32
1983,AREQUIPA,2020-08-31,349252.61
1984,AREQUIPA,2020-09-01,79380.73
1985,AREQUIPA,2020-09-02,171733.73
1986,AREQUIPA,2020-09-03,123043.0
1987,AREQUIPA,2020-09-04,156753.07
1988,AREQUIPA,2020-09-05,210317.53
1989,AREQUIPA,2020-09-07,163301.52
1990,AREQUIPA,2020-09-08,113199.85
1991,AREQUIPA,2020-09-09,162691.43
1992,AREQUIPA,2020-09-10,178772.05
1993,AREQUIPA,2020-09-11,203988.75
1994,AREQUIPA,2020-09-12,120931.01
1995,AREQUIPA,2020-09-14,198539.31
1996,AREQUIPA,2020-09-15,114241.45
1997,AREQUIPA,2020-09-16,185996.98
1998,AREQUIPA,2020-09-17,96111.41
1999,AREQUIPA,2020-09-18,138953.91
2000,AREQUIPA,2020-09-19,148548.01
2001,AREQUIPA,2020-09-21,192964.37
2002,AREQUIPA,2020-09-22,97609.29
2003,AREQUIPA,2020-09-23,173371.46
2004,AREQUIPA,2020-09-24,160204.18
2005,AREQUIPA,2020-09-25,118925.12
2006,AREQUIPA,2020-09-26,76175.05
2007,AREQUIPA,2020-09-28,195755.34
2008,AREQUIPA,2020-09-29,185471.71
2009,AREQUIPA,2020-09-30,323654.34
2010,AREQUIPA,2020-10-01,56289.08
2011,AREQUIPA,2020-10-02,78444.88
2012,AREQUIPA,2020-10-03,115269.41
2013,AREQUIPA,2020-10-05,162946.76
2014,AREQUIPA,2020-10-06,110574.1
2015,AREQUIPA,2020-10-07,172135.55
2016,AREQUIPA,2020-10-08,158015.05
2017,AREQUIPA,2020-10-09,165860.05
2018,AREQUIPA,2020-10-10,188584.98
2019,AREQUIPA,2020-10-12,113217.35
2020,AREQUIPA,2020-10-13,112226.84
2021,AREQUIPA,2020-10-14,191938.04
2022,AREQUIPA,2020-10-15,101647.85
2023,AREQUIPA,2020-10-16,222103.54
2024,AREQUIPA,2020-10-17,114902.28
2025,AREQUIPA,2020-10-19,133444.89
2026,AREQUIPA,2020-10-20,142120.9
2027,AREQUIPA,2020-10-21,118732.39
2028,AREQUIPA,2020-10-22,146379.4
2029,AREQUIPA,2020-10-23,133381.6
2030,AREQUIPA,2020-10-24,122007.33
2031,AREQUIPA,2020-10-26,111696.67
2032,AREQUIPA,2020-10-27,176895.63
2033,AREQUIPA,2020-10-28,194824.46
2034,AREQUIPA,2020-10-29,111979.96
2035,AREQUIPA,2020-10-30,173756.2
2036,AREQUIPA,2020-10-31,324376.34
2037,AREQUIPA,2020-11-02,51348.49
2038,AREQUIPA,2020-11-03,50596.29
2039,AREQUIPA,2020-11-04,115900.99
2040,AREQUIPA,2020-11-05,99621.53
2041,AREQUIPA,2020-11-06,134613.5
2042,AREQUIPA,2020-11-07,124336.44
2043,AREQUIPA,2020-11-09,104512.06
2044,AREQUIPA,2020-11-10,139186.54
2045,AREQUIPA,2020-11-11,113200.23
2046,AREQUIPA,2020-11-12,149726.43
2047,AREQUIPA,2020-11-13,171612.56
2048,AREQUIPA,2020-11-14,249636.91
2049,AREQUIPA,2020-11-16,280694.1
2050,AREQUIPA,2020-11-17,209964.38
2051,AREQUIPA,2020-11-18,272808.42
2052,AREQUIPA,2020-11-19,96986.78
2053,AREQUIPA,2020-11-20,131631.21
2054,AREQUIPA,2020-11-21,112529.47
2055,AREQUIPA,2020-11-23,123072.28
2056,AREQUIPA,2020-11-24,199931.54
2057,AREQUIPA,2020-11-25,143162.29
2058,AREQUIPA,2020-11-26,91477.8
2059,AREQUIPA,2020-11-27,196288.61
2060,AREQUIPA,2020-11-28,198271.07
2061,AREQUIPA,2020-11-30,301622.89
2062,AREQUIPA,2020-12-01,71090.01
2063,AREQUIPA,2020-12-02,106573.08
2064,AREQUIPA,2020-12-03,70039.51
2065,AREQUIPA,2020-12-04,148451.72
2066,AREQUIPA,2020-12-05,169977.33
2067,AREQUIPA,2020-12-07,137125.34
2068,AREQUIPA,2020-12-08,168942.69
2069,AREQUIPA,2020-12-09,122770.55
2070,AREQUIPA,2020-12-10,152421.2
2071,AREQUIPA,2020-12-11,105139.95
2072,AREQUIPA,2020-12-12,207244.53
2073,AREQUIPA,2020-12-14,307614.36
2074,AREQUIPA,2020-12-15,194783.59
2075,AREQUIPA,2020-12-16,204598.72
2076,AREQUIPA,2020-12-17,152249.77
2077,AREQUIPA,2020-12-18,184874.61
2078,AREQUIPA,2020-12-19,200706.84
2079,AREQUIPA,2020-12-21,189004.33
2080,AREQUIPA,2020-12-22,132207.04
2081,AREQUIPA,2020-12-23,167553.24
2082,AREQUIPA,2020-12-24,146659.42
2083,AREQUIPA,2020-12-26,152870.8
2084,AREQUIPA,2020-12-28,281284.76
2085,AREQUIPA,2020-12-29,257755.83
2086,AREQUIPA,2020-12-30,343672.01
2087,AREQUIPA,2020-12-31,61105.44
2088,AREQUIPA,2021-01-02,123120.19
2089,AREQUIPA,2021-01-04,63005.06
2090,AREQUIPA,2021-01-05,88971.64
2091,AREQUIPA,2021-01-06,184519.76
2092,AREQUIPA,2021-01-07,270033.14
2093,AREQUIPA,2021-01-08,201191.69
2094,AREQUIPA,2021-01-09,275630.21
2095,AREQUIPA,2021-01-11,202148.17
2096,AREQUIPA,2021-01-12,201568.46
2097,AREQUIPA,2021-01-13,198244.21
2098,AREQUIPA,2021-01-14,171316.85
2099,AREQUIPA,2021-01-15,161459.12
2100,AREQUIPA,2021-01-16,244122.37
2101,AREQUIPA,2021-01-18,189917.4
2102,AREQUIPA,2021-01-19,109078.04
2103,AREQUIPA,2021-01-20,132643.01
2104,AREQUIPA,2021-01-21,189953.31
2105,AREQUIPA,2021-01-22,174883.48
2106,AREQUIPA,2021-01-23,127313.19
2107,AREQUIPA,2021-01-25,219010.15
2108,AREQUIPA,2021-01-26,150613.1
2109,AREQUIPA,2021-01-27,329507.16
2110,AREQUIPA,2021-01-28,139437.22
2111,AREQUIPA,2021-01-29,222464.34
2112,AREQUIPA,2021-01-30,428234.68
2113,AREQUIPA,2021-02-01,53536.31
2114,AREQUIPA,2021-02-02,116371.29
2115,AREQUIPA,2021-02-03,153297.29
2116,AREQUIPA,2021-02-04,142607.81
2117,AREQUIPA,2021-02-05,144907.68
2118,AREQUIPA,2021-02-06,147723.92
2119,AREQUIPA,2021-02-08,120758.92
2120,AREQUIPA,2021-02-09,140155.75
2121,AREQUIPA,2021-02-10,172169.09
2122,AREQUIPA,2021-02-11,198531.8
2123,AREQUIPA,2021-02-12,157240.77
2124,AREQUIPA,2021-02-13,177984.14
2125,AREQUIPA,2021-02-15,251337.72
2126,AREQUIPA,2021-02-16,102350.97
2127,AREQUIPA,2021-02-17,145412.38
2128,AREQUIPA,2021-02-18,257454.88
2129,AREQUIPA,2021-02-19,159061.63
2130,AREQUIPA,2021-02-20,185771.27
2131,AREQUIPA,2021-02-22,164260.37
2132,AREQUIPA,2021-02-23,158059.02
2133,AREQUIPA,2021-02-24,139963.34
2134,AREQUIPA,2021-02-25,427959.43
2135,AREQUIPA,2021-02-26,188483.89
2136,AREQUIPA,2021-02-27,286522.89
2137,AREQUIPA,2021-03-01,63842.4
2138,AREQUIPA,2021-03-02,93598.48
2139,AREQUIPA,2021-03-03,96101.1
2140,AREQUIPA,2021-03-04,172837.5
2141,AREQUIPA,2021-03-05,194537.69
2142,AREQUIPA,2021-03-06,194476.59
2143,AREQUIPA,2021-03-08,98680.78
2144,AREQUIPA,2021-03-09,160755.34
2145,AREQUIPA,2021-03-10,163547.94
2146,AREQUIPA,2021-03-11,178488.33
2147,AREQUIPA,2021-03-12,195574.58
2148,AREQUIPA,2021-03-13,145331.2
2149,AREQUIPA,2021-03-14,7313.24
2150,AREQUIPA,2021-03-15,203353.64
2151,AREQUIPA,2021-03-16,177792.75
2152,AREQUIPA,2021-03-17,161409.58
2153,AREQUIPA,2021-03-18,120571.22
2154,AREQUIPA,2021-03-19,117132.97
2155,AREQUIPA,2021-03-20,152088.58
2156,AREQUIPA,2021-03-21,35943.78
2157,AREQUIPA,2021-03-22,180291.62
2158,AREQUIPA,2021-03-23,310928.72
2159,AREQUIPA,2021-03-24,157723.58
2160,AREQUIPA,2021-03-25,122792.18
2161,AREQUIPA,2021-03-26,223224.02
2162,AREQUIPA,2021-03-27,174808.01
2163,AREQUIPA,2021-03-29,242751.39
2164,AREQUIPA,2021-03-30,200308.13
2165,AREQUIPA,2021-03-31,450195.96
2166,AREQUIPA,2021-04-01,74090.03
2167,AREQUIPA,2021-04-03,74419.66
2168,AREQUIPA,2021-04-05,102036.67
2169,AREQUIPA,2021-04-06,117811.02
2170,AREQUIPA,2021-04-07,251655.01
2171,AREQUIPA,2021-04-08,226885.07
2172,AREQUIPA,2021-04-09,288242.71
2173,AREQUIPA,2021-04-10,132820.17
2174,AREQUIPA,2021-04-12,202160.24
2175,AREQUIPA,2021-04-13,155434.05
2176,AREQUIPA,2021-04-14,154270.2
2177,AREQUIPA,2021-04-15,156424.63
2178,AREQUIPA,2021-04-16,204672.58
2179,AREQUIPA,2021-04-17,191227.88
2180,AREQUIPA,2021-04-19,131552.06
2181,AREQUIPA,2021-04-20,127179.04
2182,AREQUIPA,2021-04-21,109393.93
2183,AREQUIPA,2021-04-22,133370.23
2184,AREQUIPA,2021-04-23,165043.17
2185,AREQUIPA,2021-04-24,120324.4
2186,AREQUIPA,2021-04-26,111153.92
2187,AREQUIPA,2021-04-27,184561.79
2188,AREQUIPA,2021-04-28,131016.45
2189,AREQUIPA,2021-04-29,186031.45
2190,AREQUIPA,2021-04-30,591595.86
2191,AREQUIPA,2021-05-03,29348.75
2192,AREQUIPA,2021-05-04,102561.25
2193,AREQUIPA,2021-05-05,93552.96
2194,AREQUIPA,2021-05-06,110682.23
2195,AREQUIPA,2021-05-07,221403.58
2196,AREQUIPA,2021-05-08,117607.29
2197,AREQUIPA,2021-05-10,169712.63
2198,AREQUIPA,2021-05-11,99590.76
2199,AREQUIPA,2021-05-12,177064.61
2200,AREQUIPA,2021-05-13,470987.49
2201,AREQUIPA,2021-05-14,108023.25
2202,AREQUIPA,2021-05-15,152972.09
2203,AREQUIPA,2021-05-17,339381.28
2204,AREQUIPA,2021-05-18,203647.93
2205,AREQUIPA,2021-05-19,147601.58
2206,AREQUIPA,2021-05-20,227793.94
2207,AREQUIPA,2021-05-21,271308.91
2208,AREQUIPA,2021-05-22,128793.1
2209,AREQUIPA,2021-05-24,77327.33
2210,AREQUIPA,2021-05-25,73604.27
2211,AREQUIPA,2021-05-26,76005.04
2212,AREQUIPA,2021-05-27,169612.88
2213,AREQUIPA,2021-05-28,104069.79
2214,AREQUIPA,2021-05-29,88870.56
2215,AREQUIPA,2021-05-31,292733.74
2216,AREQUIPA,2021-06-01,51305.42
2217,AREQUIPA,2021-06-02,80356.23
2218,AREQUIPA,2021-06-03,163651.91
2219,AREQUIPA,2021-06-04,250786.21
2220,AREQUIPA,2021-06-05,170580.88
2221,AREQUIPA,2021-06-07,65581.65
2222,AREQUIPA,2021-06-08,147305.63
2223,AREQUIPA,2021-06-09,144060.91
2224,AREQUIPA,2021-06-10,183575.93
2225,AREQUIPA,2021-06-11,236386.96
2226,AREQUIPA,2021-06-12,184471.05
2227,AREQUIPA,2021-06-14,204028.33
2228,AREQUIPA,2021-06-15,218200.32
2229,AREQUIPA,2021-06-16,166617.47
2230,AREQUIPA,2021-06-17,248402.42
2231,AREQUIPA,2021-06-18,102045.84
2232,AREQUIPA,2021-06-19,90972.14
2233,AREQUIPA,2021-06-21,133150.15
2234,AREQUIPA,2021-06-22,180397.9
2235,AREQUIPA,2021-06-23,178439.26
2236,AREQUIPA,2021-06-24,141727.54
2237,AREQUIPA,2021-06-25,720221.65
2238,AREQUIPA,2021-06-26,281639.12
2239,AREQUIPA,2021-06-28,149816.37
2240,AYACUCHO,2019-09-02,71415.93
2241,AYACUCHO,2019-09-03,191778.9
2242,AYACUCHO,2019-09-04,230745.24
2243,AYACUCHO,2019-09-05,110777.02
2244,AYACUCHO,2019-09-06,85178.57
2245,AYACUCHO,2019-09-07,132555.48
2246,AYACUCHO,2019-09-09,133209.74
2247,AYACUCHO,2019-09-10,154700.29
2248,AYACUCHO,2019-09-11,174667.68
2249,AYACUCHO,2019-09-12,92354.88
2250,AYACUCHO,2019-09-13,78816.3
2251,AYACUCHO,2019-09-14,48497.1
2252,AYACUCHO,2019-09-16,74683.06
2253,AYACUCHO,2019-09-17,364446.08
2254,AYACUCHO,2019-09-18,155450.18
2255,AYACUCHO,2019-09-19,55198.49
2256,AYACUCHO,2019-09-20,109561.19
2257,AYACUCHO,2019-09-21,38502.36
2258,AYACUCHO,2019-09-23,99319.98
2259,AYACUCHO,2019-09-24,134761.33
2260,AYACUCHO,2019-09-25,168674.22
2261,AYACUCHO,2019-09-26,68723.94
2262,AYACUCHO,2019-09-27,98791.22
2263,AYACUCHO,2019-09-28,25197.43
2264,AYACUCHO,2019-09-30,174492.54
2265,AYACUCHO,2019-10-01,173041.8
2266,AYACUCHO,2019-10-02,130360.44
2267,AYACUCHO,2019-10-03,139845.93
2268,AYACUCHO,2019-10-04,148729.98
2269,AYACUCHO,2019-10-05,188257.89
2270,AYACUCHO,2019-10-07,124416.11
2271,AYACUCHO,2019-10-08,122581.29
2272,AYACUCHO,2019-10-09,174379.06
2273,AYACUCHO,2019-10-10,106121.85
2274,AYACUCHO,2019-10-11,109584.33
2275,AYACUCHO,2019-10-12,49242.82
2276,AYACUCHO,2019-10-14,166394.7
2277,AYACUCHO,2019-10-15,332570.05
2278,AYACUCHO,2019-10-16,73592.49
2279,AYACUCHO,2019-10-17,98452.7
2280,AYACUCHO,2019-10-18,112027.82
2281,AYACUCHO,2019-10-19,43678.99
2282,AYACUCHO,2019-10-21,120618.94
2283,AYACUCHO,2019-10-22,96785.13
2284,AYACUCHO,2019-10-23,105835.0
2285,AYACUCHO,2019-10-24,160823.61
2286,AYACUCHO,2019-10-25,82325.13
2287,AYACUCHO,2019-10-26,124201.19
2288,AYACUCHO,2019-10-28,138417.55
2289,AYACUCHO,2019-10-29,57467.71
2290,AYACUCHO,2019-10-30,84023.45
2291,AYACUCHO,2019-10-31,58988.07
2292,AYACUCHO,2019-11-01,29441.34
2293,AYACUCHO,2019-11-02,3763.07
2294,AYACUCHO,2019-11-04,96566.51
2295,AYACUCHO,2019-11-05,362477.58
2296,AYACUCHO,2019-11-06,211586.35
2297,AYACUCHO,2019-11-07,100702.14
2298,AYACUCHO,2019-11-08,155032.7
2299,AYACUCHO,2019-11-09,102068.95
2300,AYACUCHO,2019-11-11,123765.87
2301,AYACUCHO,2019-11-12,116136.92
2302,AYACUCHO,2019-11-13,304999.98
2303,AYACUCHO,2019-11-14,173963.0
2304,AYACUCHO,2019-11-15,88043.99
2305,AYACUCHO,2019-11-16,169742.6
2306,AYACUCHO,2019-11-18,103047.7
2307,AYACUCHO,2019-11-19,171278.5
2308,AYACUCHO,2019-11-20,121901.33
2309,AYACUCHO,2019-11-21,117406.68
2310,AYACUCHO,2019-11-22,169022.91
2311,AYACUCHO,2019-11-23,167046.03
2312,AYACUCHO,2019-11-25,140870.0
2313,AYACUCHO,2019-11-26,118091.37
2314,AYACUCHO,2019-11-27,215868.91
2315,AYACUCHO,2019-11-28,103389.69
2316,AYACUCHO,2019-11-29,154988.89
2317,AYACUCHO,2019-11-30,165752.37
2318,AYACUCHO,2019-12-02,79781.7
2319,AYACUCHO,2019-12-03,64997.2
2320,AYACUCHO,2019-12-04,185279.68
2321,AYACUCHO,2019-12-05,148804.29
2322,AYACUCHO,2019-12-06,217765.76
2323,AYACUCHO,2019-12-07,23775.15
2324,AYACUCHO,2019-12-09,43273.37
2325,AYACUCHO,2019-12-10,196961.17
2326,AYACUCHO,2019-12-11,129587.93
2327,AYACUCHO,2019-12-12,292300.63
2328,AYACUCHO,2019-12-13,74599.5
2329,AYACUCHO,2019-12-14,404869.73
2330,AYACUCHO,2019-12-16,192911.05
2331,AYACUCHO,2019-12-17,197569.29
2332,AYACUCHO,2019-12-18,146863.68
2333,AYACUCHO,2019-12-19,167113.98
2334,AYACUCHO,2019-12-20,83398.43
2335,AYACUCHO,2019-12-21,143143.01
2336,AYACUCHO,2019-12-23,218502.27
2337,AYACUCHO,2019-12-24,45506.05
2338,AYACUCHO,2019-12-26,109930.13
2339,AYACUCHO,2019-12-27,155616.45
2340,AYACUCHO,2019-12-28,147060.84
2341,AYACUCHO,2019-12-30,151709.76
2342,AYACUCHO,2019-12-31,234227.67
2343,AYACUCHO,2020-01-02,80032.26
2344,AYACUCHO,2020-01-03,102162.58
2345,AYACUCHO,2020-01-04,13400.8
2346,AYACUCHO,2020-01-06,118587.08
2347,AYACUCHO,2020-01-07,288217.62
2348,AYACUCHO,2020-01-08,207257.57
2349,AYACUCHO,2020-01-09,71270.19
2350,AYACUCHO,2020-01-10,109748.73
2351,AYACUCHO,2020-01-11,79910.16
2352,AYACUCHO,2020-01-13,223045.37
2353,AYACUCHO,2020-01-14,316195.19
2354,AYACUCHO,2020-01-15,131737.66
2355,AYACUCHO,2020-01-16,121175.06
2356,AYACUCHO,2020-01-17,166618.33
2357,AYACUCHO,2020-01-18,119244.71
2358,AYACUCHO,2020-01-20,194455.81
2359,AYACUCHO,2020-01-21,44747.92
2360,AYACUCHO,2020-01-22,265461.86
2361,AYACUCHO,2020-01-23,105459.03
2362,AYACUCHO,2020-01-24,221778.92
2363,AYACUCHO,2020-01-25,77252.49
2364,AYACUCHO,2020-01-27,92579.88
2365,AYACUCHO,2020-01-28,255350.96
2366,AYACUCHO,2020-01-29,251866.52
2367,AYACUCHO,2020-01-30,124575.5
2368,AYACUCHO,2020-01-31,110874.34
2369,AYACUCHO,2020-02-01,62754.21
2370,AYACUCHO,2020-02-03,88946.21
2371,AYACUCHO,2020-02-04,131566.09
2372,AYACUCHO,2020-02-05,209845.87
2373,AYACUCHO,2020-02-06,177215.77
2374,AYACUCHO,2020-02-07,57475.21
2375,AYACUCHO,2020-02-08,78888.47
2376,AYACUCHO,2020-02-10,348666.92
2377,AYACUCHO,2020-02-11,116510.08
2378,AYACUCHO,2020-02-12,171190.25
2379,AYACUCHO,2020-02-13,116779.76
2380,AYACUCHO,2020-02-14,75869.42
2381,AYACUCHO,2020-02-15,125735.44
2382,AYACUCHO,2020-02-17,122129.51
2383,AYACUCHO,2020-02-18,90855.97
2384,AYACUCHO,2020-02-19,123780.52
2385,AYACUCHO,2020-02-20,107945.35
2386,AYACUCHO,2020-02-21,141198.83
2387,AYACUCHO,2020-02-22,159594.54
2388,AYACUCHO,2020-02-24,100042.92
2389,AYACUCHO,2020-02-25,117073.53
2390,AYACUCHO,2020-02-26,199170.97
2391,AYACUCHO,2020-02-27,129531.45
2392,AYACUCHO,2020-02-28,123355.44
2393,AYACUCHO,2020-02-29,233216.3
2394,AYACUCHO,2020-03-02,61545.5
2395,AYACUCHO,2020-03-03,172536.96
2396,AYACUCHO,2020-03-04,153349.69
2397,AYACUCHO,2020-03-05,112682.98
2398,AYACUCHO,2020-03-06,159263.03
2399,AYACUCHO,2020-03-07,77975.09
2400,AYACUCHO,2020-03-09,192617.72
2401,AYACUCHO,2020-03-10,337730.41
2402,AYACUCHO,2020-03-11,189219.13
2403,AYACUCHO,2020-03-12,599760.32
2404,AYACUCHO,2020-03-13,130768.33
2405,AYACUCHO,2020-03-14,214969.97
2406,AYACUCHO,2020-03-16,441156.24
2407,AYACUCHO,2020-03-17,195114.32
2408,AYACUCHO,2020-03-18,239647.15
2409,AYACUCHO,2020-03-19,121375.96
2410,AYACUCHO,2020-03-20,77794.1
2411,AYACUCHO,2020-03-21,100829.91
2412,AYACUCHO,2020-03-23,189923.45
2413,AYACUCHO,2020-03-24,84246.35
2414,AYACUCHO,2020-03-25,293360.54
2415,AYACUCHO,2020-03-26,83250.25
2416,AYACUCHO,2020-03-27,113336.03
2417,AYACUCHO,2020-03-28,347356.68
2418,AYACUCHO,2020-03-30,108937.48
2419,AYACUCHO,2020-03-31,88565.69
2420,AYACUCHO,2020-04-01,90102.81
2421,AYACUCHO,2020-04-02,53778.72
2422,AYACUCHO,2020-04-03,120547.52
2423,AYACUCHO,2020-04-04,45266.12
2424,AYACUCHO,2020-04-06,55737.69
2425,AYACUCHO,2020-04-07,111908.3
2426,AYACUCHO,2020-04-08,179673.92
2427,AYACUCHO,2020-04-11,128632.97
2428,AYACUCHO,2020-04-13,261160.02
2429,AYACUCHO,2020-04-14,149368.48
2430,AYACUCHO,2020-04-15,117096.89
